qid,query,modified_query
test-economy-bepiehbesa-con02a,it protects rural communities people in eu are hard to convince that staying in rural areas and working as a farmer is a viable life choice the profit is often low the starting costs are high and work is hard the income of a farmer is usually around half of the average wage in a given country and the number of these farmers fell by 20 in the last decade 1 by having cap we have an additional incentive for the people to stay in villages the direct payments help the people with the starting of business subsidies helps them to sell their goods at reasonable prices the process of urbanisation is at least slowed and that by extend helps to preserve traditional culture of such communities and thus diversity of european culture itself 1 murphy caitriona number of eu farms drops 20pc independent 29 november 2011,it proect rural cmmunitis peope in eu are hd to conince tha staying in rurl reas and working as a farmer is a viabe lif choce the prit is often low the strting costs are high and work is hrd the income of a farmer is usually arnd half of the aveage wge i a given cuntry and the number of tese frmers fell by 20 in the last deade 1 by havin cap we have an additiona ncentive fo the peple to ty in villages the direct paymnt hep th people with the starin of business susidies hls thm to sell thier goods a reasonable prices the prcess of urbanisation is at least slowed ad at by extend helps to preserve traitonl culture of suc communities and tus diversty of eurean cultre tself 1 urphy catriona numer of e farms drops 20pc idepenent 29 november 2011
test-economy-bepiehbesa-con03a,cap protects the quality of the food in eu the role of cap is to produce food at affordable prices while maintaining its quality by having policies which favour agriculture in europe it is easier to control the quality of the food maintain it and also support the diversity of the food produced in eu 1 the goods imported from developing countries are often not produced under such scrutiny as are those in eu in eu the quality standards of production are one of the highest the hygiene the amount of additives in products all these are set and controlled by the eu the result of it is that european citizens eat healthy food of high quality which is still affordable mainly due to subsidies and payments obtained via cap 1 european commission the common agricultural policy a partnership between europe and farmers 2012,cap protects the quality of the food in eu the role of cap is to produce food at aforble price whil mintining is uality b avig polices whch favour agriculture in euroe it is easier to control the quality o the foo atain it and also spprt the diverity of th od produced in eu 1 the goods imported from dveloping coutries are often not producd under such scrtiny s are tose in eu in eu the quaiy tanda of prodction are one of the highes the hygiene te amout of additives in products all the are set and controlled by the eu e result of it is that european itizes eat healthy food of hih qalty which is still affordable mainly due t subsidie and paymets obtaied vi cap 1 european commssion he common agricultural poicy a partnership btween euope ad famers 2012
test-economy-bepiehbesa-con01a,cap maintains european food security the subsidies to agriculture are important for maintaining self sufficiency to enable europe to feed its own citizens in the world of fluctuating markets global climate change commodity crisis such in 2008 the state intervention is even more important because that means that the needed goods can become unavailable without eu s help the prices can fluctuate wildly which can be of concern mainly for poorer parts of eu where the major part of household spending is still food and non alcoholic beverages to prevent this kind of situations only the continent wide policy can be an effective measure the markets of other countries can compensate losses from others and vice versa the result of a secure supply of affordable food has been that the amount an average eu household devotes to food has halved since 1960 1 1 european commission cap how much does it cons food prices ec europa eu,cap maintains eropea food security the ubsidie t ariclture ae iportant fo maintainig sf sufficiency to enabl eurpe to fed its own citiens in the world of fluctuating markets globl clmate cange ommodity risis such in 2008 the state intervention is een ore important bease tht means that th neded goods can become unavailable without eu s hlp the rices can fluctuate wildl whic ca be of concern mainl fr poore parts of e where the major part f househod spedig is til food and non alcoholic beverages t prevent this kind o ituations onl te content wide policy can be a effective mesue the makets of oher coutries can cmensate losses from other and vice versa the result of a secure spply of affordab food as been that te mount an erage eu ousehold vts to ood has halved sine 1960 1 1 europea ommissio cap ho muc dos it con food pres ec eurpa e
test-economy-thhghwhwift-pro02a,there is ample precedent in the form of other sin taxes a sin tax is a term often used for fees tacked on to popular vices like drinking gambling and smoking its roots have been traced back to the 16th century vatican where pope leo x taxed licensed prostitutes 1 more recently and with greater success us federal cigarette taxes were shown to have reduced consumption by 4 for every 10 increase in the price of cigarettes 2 given the success achieved with uprooting this societal vice which on a number of counts is similar to the unhealthy food one immense health costs linked to a choice to consume a product we should employ this tried and true strategy to combat the obesity epidemic in fact a recent study published in the archives of internal medicine followed 5000 people for 20 years tracking food consumption and various biological metrics the report states that researchers found that incremental increases in price of unhealthy foods resulted in incremental decreases in consumption in other words when junk food cost more people ate it less 3 thus leaning on the successful tradition of existing sin taxes and research that points out the potential for success of a similar solution in this arena it should be concluded that a fat tax is an important part of a sensible and effective solution to the obesity epidemic 1 altman a a brief history of sin taxes published 4 2 2009 accessed 9 12 2011 2 cdc steady increases in tobacco taxes promote quitting discourage smoking published 5 27 2009 accessed 14 9 2011 3 o callaghan t sin taxes promote healthier food choices published 3 10 2010 accessed 9 12 2011,there is ample pecedn in the form of oher sin taxes a sin tax is a tem often sd fr fes tacked on to popula vices like drinkin gambling an smoing its roots hav bee traced back o th 16th cnury vatican wher pope leo x axe licese rostites 1 more recently and with greater sccess us ederal cigarette taxes wre shown to have reduced onsumption by 4 for every 10 increase n he pice of cigarettes 2 ge the success achieved with uprootng ths scietal vce which on a number of count is similar to te unhealthy od one immnse healh costs lnked to a chice to consume a podc we shuld empo this tried and true stratey o combat the obeity epimic in act a recent study published in the archives of inernal medicine followed 5000 peope for 20 yars trckng food consumption nd vrious biological merics the report states that resarches found that ncremental increases n price of unhealthy fods resultd in incemental dcrease in conuption in other words hn junk food cost more people te t les 3 hus leaning on the successful tradiion of exiing sin taxes and research tat points out the potential for sces of a similar souio in ths area it should be conclded tha a fat tax i an iportat part of a senible and effective solution to te besity epidemic 1 altma a a brief history of si axes publised 4 2 200 acessed 9 12 2011 2 cdc stedy increases in tobacco taxes promote quittng dicourage smokng pulished 5 2 2009 accessed 14 9 011 3 o callaha t sin taxes promoe ealthier ood hices published 3 10 200 acessed 9 12 2
test-economy-thhghwhwift-pro01a,an individual s bmi is no longer a purely personal matter the obesity epidemic is taking an enormous toll on global medical costs in the us alone the health care costs attributable to either direct or indirect consequences of obesity have been estimated at 147bn 1 put into context this amounts to roughly 9 of the health spending in the us 2 the figure might seem excessive but we need to remember that obesity is linked to type 2 diabetes several kinds of cancer coronary artery disease stroke congestive heart failure asthma chronic back pain and hypertension to name just a few we also need to realize that many of the diseases on this list are chronic in nature requiring lifelong pharmacological therapy which often follows complex and expensive diagnostic procedures frequent medical specialist consultations and not infrequent emergency interventions 3 adding to the list is the value of income lost due to decreased productivity restricted activity and absenteeism not to mention the value of future income lost by premature death thus it becomes increasingly clear that due to the substantial cost obesity presents to the society individual choices that might lead to excessive weight gain can no longer be considered as solely individual in nature 4 therefore the government is legitimate in its action to introduce a form of a fat tax in order to try to dissuade the population from becoming obese and cover the increasing societal costs the already obese individuals are responsible for 1 cdc obesity economic consequences published 3 28 2011 accessed 9 12 2011 2 rti international obesity costs u s about 147 billion annually study finds published 7 27 2009 accessed 9 14 2011 3 the council of state governments costs of chronic diseases what are states facing published in 2006 accessed 9 14 2011 4 los angeles times should there be a fat tax published 4 11 2011 accessed 9 12 2011,an ndiual s bi is no longer a purely peronal mtter the obeiy idemic is takn an enormous oll on gloal mica csts in te us alone the healh care costs attritable to ther direct or idirect consequeces of oety have been imated at 147bn 1 pt into contxt this amounts to roughly 9 of the hlt pendg in he us 2 the igue ight sem exessive but w need to remember that oesity is lined to type 2 dibetes sveral kds of cancer coronay atery dsease stroke congesie heart failure asthma chron back pain and hpertnsin to ne just a few we also ned o reize that many of te iseases on this st are chronic in atre requiring lifelong phrmacological therapy which often follows complx ad expensive diagnti procdures frequent edical specialist conultations and not nfrequent emergency interventions 3 ddin t the lst is te value of income lot due to ecreased productivity restrcd ativit and abenteism nt to mentin the value of future ncome los by prematue death thus it becomes increasngly clear tat due to the substantl cost obsiy pesents to the soiety individual choies that might lead to excsse wegh gai can no long be consdered a slely individual in nature 4 therefore the goverment is legitimte in its action to introduce a for of a fat tax in order to try to dissuade the population from becoming obese and over the increasing societal costs the already obese indiviuals are responsble for 1 cdc obeit ecnomic conequences pblihed 3 28 2011 accesse 9 12 2011 2 rti intrnationa obesity costs u s about 7 billion annuly stdy finds ublie 7 27 209 accesed 9 1 2011 3 the cuncil of state vernmnts osts of chonc diseas what are states facg pubished in 2006 accesse 9 1 2011 4 los angeles times houd there be a ft tax published 4 11 201 accessed 9 12 2011
test-economy-thhghwhwift-pro03a,a fat tax levels out the playing field for healthier food an important reason why people continuously turn to unhealthy fat sugar and salt laden food is the simple fact that it s often cheaper than a more wholesome meal comprised at least in part of fresh produce a study done at the university of washington found that when they compared the prices of 370 foods junk foods not only cost less but junk food prices are also less likely to rise as a result of inflation 1 a similar conclusion was reached by a group of australian researchers who found that the prices of healthy food have risen 20 per cent above inflation while the harmful counterpart have actually dropped below inflation as much as 20 per cent below 2 noting that obesity is more prevalent in groups of lower socioeconomic status we find that the price of food is a substantial incentive for consumption thus it is only reasonable to levy a tax against unhealthy fatty food in order to give healthy food a fighting chance 1 parker pope t a high price for healthy food published 12 5 2007 accessed 9 12 2011 2 burns c the rising cost of healthy foods published 10 16 2008 accessed 9 12 2011,a fat tx leves out the playing fel fo heathier food an important reao why people coninuouly turn to unhealthy fat suar and salt adn food is the simple fact that it s often cheaper tha a more wholesome mel compid at least in at of fresh prdue a study done at the uiveriy of washington fund that wen hey cmpared th price of 30 foods junk foods not only cost less bu junk food prices are also less likely to rise a a result of nflaio 1 a imilar concluso was reache by a group of australian researchers who foun tht th prices of helthy food have risen 20 pe cent above inltion hile te harful counterpat hve ually droped below inflation as muc as 20 er cent below 2 noting that obesity is moe revalen n groups f lower socioeconomic tatus we find that th prie of food i a substntil inentive for osumptio thus it is only easonabe to ley a x aainst unhealthy fatty fod n orer to give healthy food a ighting chance 1 prer pope t a high pric for healthy foo publishe 2 5 007 accesse 9 12 2011 2 uns c the risin cot o healthy foos published 0 16 2008 acesed 9 12 2011
test-economy-thhghwhwift-con02a,a tax is not an effective instrument to fight obesity there are very legitimate concerns whether artificially increasing the cost of fatty food by specifically targeting it with a tax would have a significant effect on the obesity trend in fact research shows that a fat tax would produce only a marginal change in consumption not the dramatic shift in public awareness the proponents of the fat tax are hoping for the reason lse researchers believe is simple those on the very poorest diets will continue to eat badly 1 other than the economic reasons for such behavior it could be argued that is also a thing of habit and culture fast fatty food is quick accessible and tasty 2 thus while a tax might be useful in reducing things such as the use of cigarettes which are at heart an unnecessary luxury and thus more easily affected by the price eating food whether junk or not is necessary it also seems that the fast fatty kind of food is fulfilling a specific need a need for a quick tasty and filling meal something people consider worth paying good money for the fight against obesity ought to be multifaceted complex and well thought out and a fat tax is none of those things we should approach the issue with more cunning and introduce other programs such as increasing the availability of healthy food by introducing healthy vending machines 3 increasing the amount of physics exercise by requiring it in school improving possibilities for recreation and access to public transportation thus encouraging people to burn more calories 4 and most importantly proper education on the topic if we want to create lasting change 5 1 tiffin r salois m a fat tax is a double whammy for the poor it will do little to prevent obesity in those on lower incomes and will hurt them financially published 9 2 2011 accessed 9 12 2011 2 hitti m top 11 reasons for fast food s popularity published 12 3 2008 accessed 9 14 2011 3 yara s best and worst vending machine snacks published 10 6 2005 accessed 9 14 2011 4 cdc recommended community strategies and measurements to prevent obesity in the united states published 7 24 2009 accessed 9 14 2011 5 bunce l fat tax solutions ignore wider social factors driving junk food habits published 8 16 2010 accessed 9 12 2011,a tax s ot an effeive intrument to fight obesit there are ver legitimate concers wete artificily increasing th cost of atty food by specificaly trgeting it with a tax would hve a significant effect on te obesity trn i fact research show that a fa t woul prduce oly a maginl hange in consuption ot t ramic shi in publi awareness the poponents of the fat tax are hoping for he reaso lse researchers beleive is simple those on the very oorest iets will contnue o eat adly 1 other thn the ecnomic reasns for such behavior it could b argued that is also a ing of habit and ulture fast ftty food is qui accessible ad tasty 2 thus while a ta mght be seful in edcing things such as the use of cigaetes which are a hart an unecessary luxuy and thus more asily ffecte b he price eaing food whter jun or not is neccessary it alo seems tha the fast fatty kin f fod is uliling a specific need a ned for a quick tasty and filling eal smething people cnsider wrth paying good money for the fight against obesty ought to b ulfacete complex and well thought out and a fat tax is none of hose things we should apprach e issue wit ore cunning and intoduce oher programs sc as inceain th availability of helthy ood by introducing ealthy ending machins 3 increasing the mont of pysis xercise by requiring it in school improvng osibilities fr rereation and cces to public transportato thus encourag people to burn more caloies 4 and mst imporanty propr education on the topi f w ant to crate lating change 5 1 tiffin r slois m a fa tax s a doule whammy for the oor it will do little to prevent obsity in those on lower incomes ad wil hurt them fnancilly published 9 2 20 accessed 9 12 2011 2 hitti m to 11 reasons for fst foo s popuarity published 12 3 2008 accessed 9 14 2011 3 yara s best nd worst vending mahine sack published 10 6 2005 accssed 9 14 2011 4 cdc recommdd communty strategies an masrement to prevent obesity in the united states published 7 24 2009 acese 9 14 201 5 bunce l fat ax solutions ignore wder oial fctors driving junk food habit published 8 16 2010 acessed 9 12 2011
test-economy-thhghwhwift-con03a,it hits the most vulnerable part of society hardest the practical consequence of an additional tax on what the government considers fatty unhealthy food will disproportionately affect the poorest part of the population who often turn to such food due to economic constraints these were the concerns that stopped the romanian government from introducing a fat tax in 2010 experts there argued that the countries people keep turning to junk food simply because they are poor and cannot afford the more expensive fresh produce what such a fat tax would do is eliminate a very important source of calories from the society s economic reach and replace the current diet with an even more nutritionally unbalanced one even the who described such policies as regressive from an equity perspective 1 clearly the government should be focusing its efforts on making healthy fresh produce more accessible and not on making food in general regardless if it s considered healthy or not less accessible for the most vulnerable in our society 1 stracansky p fat tax may hurt poor published 8 8 2011 accessed 9 12 2011,it hits the most vulnerable part f socety hdest te ractical cnsequence of an additiona tx on wha the government consiers fatty unhealty food will disproportionatel affect the poorst part of the popuation who often turn to suh food due to economic costraints tse were th oncerns tha stoped the ronian government from ntroucin a fat tx in 2010 exprts thee rgued that th cuntris people kep turnig to junk food simpy because tey are poor and cannot afford the more epensive fesh roduce hat uch a at tax woul do is limine a very imprtant source of clries from the soiety s oomic reach an replce the curren diet with an evn moe itionally unbalanced on even the who described such plicie as regressive fom an equty perspective 1 clarly th goverment shoul be focusing its effrts on makng healthy fresh produ more accessile and not on making food in general regardless if t s considerd healthy or no less csibl for the most vulnerable n our society 1 stracansky p fat ax may ut poor published 8 8 2011 accessed 9 12 2011
test-economy-thhghwhwift-con01a,a fat tax infringes on individual choice introducing such a tax would constitute an overstepping of the government s authority the role of government in a society should not expand further than providing basic services such as education legal protection i e only the services necessary for a society to function and for the individual s rights to be protected such a specific tax is completely uncalled for and very unreasonable in the context of a fair society with a government that knows its place in it protecting the individual should go no further than the protection against the actions of a third person for instance we can all agree that governments should put measures in place to protect us from thieves scammers etc but should it also protect us from frivolous spending limit us in the number of credit cards we can own tell us how we can invest our money of course not but what this tax does is exactly that it is punishing the citizens for a specific choice they are making by artificially inflating its cost thus it is clear that levying such a tax against a specific choice an individual should be able to legitimately make is a clear overstepping of the government s authority 1 1 wilkinson w tax the fat not their food published 7 26 2011 accessed 12 9 2011,a fat x nfrnges on individual choice introducing uch a tx wold consttute an ovrstepping of the overent s authoriy the role f government in a society should not xpand furthe than providing basic srvies such as eduation lgal protection i e only the servces ecessay for a society o fuction and for th ndividual s ights to be protected such a specic tax s cpetely uncalled for and very unasonable in the context of a fair societ with a govermen hat kows its place in it precting the indvidal should go o further tha the potection against the actions of a third person fr instane we can all agre that overments shoul put mesues i place to rotct s from thieves scammrs etc but should it als protect us fro fivolus pending lit us in the number o credit card e can own tell us hw we ca invest our money o course not ut what this tax oes is exactl tat it is punishing te citizs fr a speific choice they are making by artficially nflaig its cost thus it is clear that levying such a tax aginst a specific choice an indiidal should be abe to legitimately make i a cla overseping of the goverment s authorty 1 1 wilkinson w tax the fat nt their food plished 7 26 2011 accessed 12 9 2011
test-economy-fiahwpamu-pro02a,small is beautiful community empowerment microfinance is empowering the communities that are using it showing in development small is beautiful communities are empowered to change their conditions for example taking the case of savings microfinance allows for savings half of the adults that saved in sub saharan africa during 2013 used an informal community based approach care 2014 first having savings reduces household risk care is one of many organisations working in innovations for microfinance at care savings have been mobilised across africa by working with village savings and loans associations overtime care has targeted over 30 000 000 poor people in africa to provide necessary finance savings ensures households have financial capital can invest resources in education health and the future savings is security in livelihoods second microfinance is providing key skills oxfam s savings for change initiative provides training on savings and lending to women in communities in senegal and mali evidence from mali indicates startup capital provided has ensured better food security women s empowerment in the financial decision making of households and crucially a sense of community bond among the women oxfam 2013 gender based violence within households may also be reduced 1 1 see further readings kim et al 2007,smal i beuiful comunity empowerment micofinance is empowering e cmmunitie that ar using it showing in delpment small is eautiful cmuiis are empowered to ange thier condiin or example taking the case of avins microfnance allows for avigs half of te dults that saved in su saharn africa durng 2013 used n infoml community based approach care 204 first havi savings duces houseold risk care i oe of many organisations workin in nnovations fr microfiace at care savings hve been mobilied across africa by wrkig ith vllge savings and loans associations overtim care has targtd ove 30 000 000 poo peol in africa to provide ncessary finace saings esres houseold have financial capital can ist resources in education health and the future savins is security in livelihod second microfinace s proding ky skils oxfam s savigs for chage intitive provides taining on avings and lending to women in communities in senegal and mali evnce om mai indicates startup captal provided has enured better food seurity women s empowerment in the financial dcisio making of households nd crucially a sens of ommunity ond among the women oxfam 2013 gende based volece witin households may aso be redued 1 1 see furter reading kim et al 2007
test-economy-fiahwpamu-pro05a,microfinance and protection access to a small loan provides benefits for the poor s ability to access high quality health care a lack of access to banking facilities loans and credit may mean the poor are left excluded from health care services as these are usually not free microfinance institutions accept the irregularities of the poor s income so enabling health care to be affordable to the poor by providing access to finance as ofori adjei 2007 shows the integration of microfinance institutions within healthcare systems in ghana is required to resolve the issue of inaccessibility ill health should not put a household into a state of poverty microfinance provides this protection microfinance schemes not only provide loans to access health care but are now integrating non financial services such as health education within their finance schemes,microinnce and protection aces to a small loan provdes benei for the poor s ability to acess high quality health care a lack of access to banking facilities loans and credit may ean the poo re lef excluded from health care servces as thee are usually not free microfnace institutions accept he irregularities o the poor s income so enabng health car o be affordable to the por by prviding access t finance as ofori adei 207 sows te interation of microfinance institutions ithi healthcare ystems in ghana i equired to resolve the issue of inaccesibilty ill eath should not put a houehold ito a state of povrty microfiance proids this proection micoinance hemes not only prvide loans o access helth care but ae now integratng non financi services such as helth ducation wthin teir finance chemes
test-economy-fiahwpamu-pro01a,a livelihoods approach the livelihoods approach provides a useful model to understand how poor people live 1 and remains important to recognising the benefits of microfinance the provision of microfinance reduces vulnerability to shocks and changes such as losing a job enhances people s access to assets that they use and need such as finance friend networks and land and this fundamentally acts to change the lives of the poor microfinance provides social protection through tapping into social capital further microfinance means aid is not simply provided but the individual is taught valuable financial skills and given the means to sustain themselves for their lifetime 1 see further readings ifad 2013,a livlihoods aproah the livelihoods approach provides a usful model to unerta how poor people live 1 ad remains mportant to recogniing the benfits of micoinane te proviion of mcrofinance ruces vulnerability to shocks and chanes such as lsing a job enhances people s access to ssets that they ue and need such as finane riend networks and land and this fundmentally acts to cange te lives f the poor cfince provides socal proectio throuh tapping nto social capital further microfnance meas aid is not simly provided but the individual s taug vauabe fnanil skils and given the eans o sustain theselves for their ifetime 1 see fther readings ifa 203
test-economy-fiahwpamu-pro03a,ending poverty through entrepreneurialism introducing finance provides communities with access to startup capital access to financial capital is vital in several respects for initiating capitalism firstly access to capital enables entrepreneurialism the poor have business ideas that would benefit both themselves and their community they just require access to capital to invest in such ideas the initiative lend with care is providing access to capital to empower entrepreneurs 1 secondly the cumulative effect of small scale savings and borrowing enabled through microfinance enables individuals families and communities to enter markets of land and property being able to buy property and land can enable personal security dignity and increasing returns 1 see further readings lend with care 2013,ending pverty rough enreprenerialism introducing finnce provides communities with acces to startup capital acces to fiacial capital is vital in several respects fr inititng apitalism firsty access to capital enables entreprneualim the poor have busines idea tha woul enefit bth themseles and ther comunity they just require ccess to capital t invest in such ida the initiative end wit care is prviding access to capital to emower entepeneurs 1 secondly the cumulatve effec f small scl savings and brrowing nabled oug mcrofinane enables individals familie and communiies to enter marets o and and property being able to buy property and land can enable personal security igniy and ncrasng returns 1 see further readings lend wih cre 213
test-economy-fiahwpamu-pro04a,rebuilding agricultural systems africa is faced with an agrarian crisis microfinance is providing rural communities a chance to gain food security and reduce vulnerability to risks such as climate change unstable demand and political tensions microfinance supports small scale agriculture which is more sustainable effective for growth and beneficial for communities than larger scale agriculture in zimbabwe small scale farming has the capability to improve production benefiting households communities and the nation irin 2013 morrison 2012 kiva a microfinance ngo is providing affordable capital to remote communities loans have been provided to small scale farmers and a rental system has been set up enabling farmers to borrow tools and resources needed,rbuiling agricultural systems africa is faced with an agrarian crisis irofinance i rovding rurl communties a chance to gain food security an reuce vulnerabiliy to risk uch as clmte chage stable demnd an political tensions microfinance supports small sale agricuture wch is more sustaiable efective fr growt and eneficial for communties han larger scale agcture in zibabwe small scale arming has the capablity to imprve proution benefiting hseholds comuniies and te natin irin 213 morison 012 kva a icofnance go i prviding affordable capital to remote cmmunities loans ae e ovded to small scale frmers nd a renta syste has been set up enabling famers to borrow tols and resorces needed
test-economy-fiahwpamu-con02a,deeper issues unresolved microfinance provides a quick fix solution for the poor the individual or community is provided with a loan to invest in their future however although access to capital is a key concern for enabling entrepreneurialism it is not the silver bullet microfinance schemes will fail without providing a stable political and economic environment that makes a good climate to invest in microfinance is essentially short termist it encourages investment but only in things that will bring a quick return with interest rates as high as 30 the person taking the loan needs to pay it back as quickly as possible this can sometimes be against an individual s long term interests for example access to microfinance often reduces primary school attendance as this is a long term investment that will not pay back the loan money ioe 2011,deeper isus unresolved microfiance provids a quic fix solution fr the poor the individul or cmmniy is provied with a loan to invest in thir fture hoever alough access o cpital is a key concern for enbling entrepreneurialism it is ot the silver bullet icrofinance scemes will fil without proviin a stable poiical and eonomic environmet that makes a good limate to ivest in microine i essentilly short termst t encourages inestment but only n tis that wll bring a quick reur ith nterest rates as high as 30 the eron takig the loan neds to pay it ack as quickly as posible this cn sometimes be against a individua s long ter interets fo example access to microfinance often edces pimay schol attedance as this is a long term nvestment that will nt pay back te loan money ioe 2011
test-economy-fiahwpamu-con03a,debt cycles and the curse of microfinance microfinance is incorporating free market ideologies and subprime lending to those who may not be able to repay lending at a smaller scale unstable crises form as a result and debt is intensified for the poorest of which are given access to credit they are not able to repay this is a problem with all lending microfinance is no exception in india the pressures of microfinance repayment has become linked to suicide and early mortality biswas 2010 the stress of looking for microcredit and then how to pay it back has created a crisis within the microfinance industry regulation is required on the microfinance organisation controlling the distribution of credit and the use of threats if the individual defaults,debt cycles and the curse of micofinace microfinance is incorprating re markt ideolgies and sprime endin t thse who may not be abl to repy lendin at a smaller scale nstable crises form as a resut and dbt is intensifed fo the pooest f which are given acess to credit they are not ble to repa is is a proble it all lendin microfinance is no xception in ndia the pressures of microfinance repayent has becme linke to suicide nd earl mrtality biswas 2010 the sress of looking for microcredit and thn how o ay it bac has created a criis within the microfinane ndustry reulation is required on the microfinace organisation controlling te distribution of credit and the use of threat if the idividual defauts
test-economy-fiahwpamu-con01a,realistic barriers there are significant barriers to introducing microfinance microfinance can t reach everywhere a lack of infrastructure or poor infrastructure can mean that microfinance initiatives often can t reach where need is greatest those who are poorest most need money just to get buy not to invest they would be unable to repay even tiny loans it returns to the question of who is the poorest and what do we know about them where they are what they need and why are they poor secondly structural constraints limit the ability for microfinance to be sustainable and provide a long term solution bad governance inadequate structures to regulate microfinance and political instability mean the theoretical benefits of microfinance may not become a lived reality thirdly who is involved in the supply the involvement of multiple actors ngos communities the state and private sector complicates how microfinance is being run and therefore the effectiveness tensions emerge with such partnerships as each actor has the different objectives and motivations,ealistic barrer their are signiiant barir to introducig icrofinance microfinne can t reach eerywhere a lack of inrastrucue or pr infrastructure can mean hat microfinnce initiatives often can t rch where need is greatest thos who ar poorest mos eed mney jut to get buy ot t invest they woul be unable to epay even tin loans i returns to the question of who is te poorest an what d e know abut them where hey are wat they need and why are thy poor secondly strctual ontrints limit the abiity or microfinance to be sustainable and provide a long term olution ba govenace inadequate strctus to regulate icrfinance an political instabilty mean te theoreticl enefits of mirofinance may not become a livd reality thirdl who is involved in te supply the invvemnt of utiple actors ngo cmmunities the state and rivate sctor complicates how microfinance is bein run and therfoe the effectivens tnsions emerge ith such partnerhips as each actor has the iferent objectives and motivatins
test-economy-eptpghdtre-pro02a,historically democrats have presided over more economic stability whereas the gop is the party of boom and bust during the past 60 years democrats have been considerably more likely to preside over a balanced budget than their republican rivals since the opec shocks of the mid 70s the average unemployment rate under republican presidents has been 6 7 as opposed to 5 5 under democrats even expanding that period out to the whole of the post war period unemployment has averaged 4 8 under democrats and 6 3 under democrats i republican presidencies have been marked by higher unemployment bigger deficits and lower wages i larry bartels why the economy fares much better under democrats christian science monitor october 21st 2010,historiclly democrats have preided over more ecoomic stabilit heras the gop is the rty of boom and bus durin the pas 60 years democrats have been consierably more likey to preside ver a balanced budget thn heir repblica rivals sinc the opc shocks o the mid 70 the average unemploymnt rate under republican presidet hs been 6 7 a opposed to 5 5 uner demcrats even expadng that period out to the wole of th post war perod unemploent as averged 4 8 under democrats and 6 3 uner democrats i rpublican psienies have been marked by higher unemployment bigger deficts and loer wage i larry bartels why the economy ares muc better under demcrats chritian science monitor octoer 2st 2010
test-economy-eptpghdtre-pro01a,bush squandered an extraordinary economic legacy on tax cuts for the wealthy and too expensive and unnecessary wars the clinton legacy was one of extraordinary economic health including an enormous 4 000 billion surplus this could have been used to improve services and create jobs instead the bush administration squandered this mostly on tax cuts for the wealthy and two expensive wars he turned the surplus on its head leaving a budget deficit of 482 billion in 2009 with frankly not a lot to show for it i i andrew taylor bush leaving next president record federal deficit huffington post 28 july 2008,bsh sqandere an extraodinary conomic legcy on ta cuts fr he wealthy n too xpensive and unnecessary wars the cliton legacy as one of extrordinary conoc health inclding a enrmos 4 00 billion surplus ths old hve een sed to impove srvices and create jobs nstead the bush administration squandred this mostly on ta cut for the wealthy and two expnsive wars he tured the surplu on its head leaving a budget defici of 482 billion in 2009 with frakly not a lo to show fo it i i anrew taylor bush leaving nex president record federal deficit huffington pst 28 jly 008
test-economy-eptpghdtre-pro03a,democrats focus on increasing wages creating better consumers quality customers can only be created by paying people enough to allow them to purchase goods and services you can create as many jobs as you like but if they re created at a level where consumers can t even afford to survive it does absolutely nothing to stimulate the economy instead democrats believe in working with labour to ensure that wages are set at levels that both respect the worker and have a positive effect on the economy i i mark pash cfp wi8th brad parker progressive economic principles creating a quality economy,deocrats focus on inreasig wages creatng beter consumers quality cstomers ca oly e created b paying peope enough to allow hem o purchase goos and services you can create as many jobs as you ik but if they re creted at a level whee consumers can t even aford to survive it doe absolutely othig to stimulate the economy instead dmocrats beliee in working wth abour to enure that waes ar set at levels that both respect he orker and hve a postve efec on the economy i i mak pash cfp wi8th bad arkr progressive conmi principles ceating a qualit economy
test-economy-eptpghdtre-pro04a,deregulation contributed to the banking crises and therefore the 2009 economic crash it is clear that the economic meltdown was in large part caused by deregulation of the banking and financial sectors the republican obsession causes not only environmental damage and low wages but it doesn t even succeed in its avowed aim of leaving the market free to generate wealth in just a way of letting the parties friends in the boardrooms of corporate america to get even richer by gambling with the homes and pensions of ordinary hard working americans i the congressional republican response to the 2008 crash was to pass a bill that curtailed 38 environmental regulations blaming the epa for the stalled economy why is anyone s guess i why government becomes the scapegoat governemtnisgood com,dereguation cnribute to te baking cres and therefore the 2009 economic crash it is clear that the cnomic meltown was in large part caused by deregulation o the bnkng and inancial secors th republican obsesion causes not oly envrnmntl damage nd low wages bt it doesn t even succeed in its avowed aim of laving the mrket free to generate wealth in jst a way of lti the parties fiends in th boardrooms of corporate meric o get ven richer by gambling with the homes and pensons o ordiary hard workin amerians i the congressionl repblcn response to the 200 cras was t pas a bill that crtailed 3 environmentl reglations blaming h epa for the stalled economy why is anyone s guss i why govnment beomes the scapega governemnsgood com
