qid,query,modified_query
test-international-amehbuaisji-pro01a,the icc is a force for good and the all states should be seen to be standing fully behind it the international criminal court is a major breakthrough in providing a permanent and durable system that can effectively prosecute and independently try war criminals in the past there was no permanent framework for dealing with grave breaches of human rights protection often allowing states to perform evil acts with impunity only for the very worst atrocities were special courts and tribunals set up it should also act as a deterrent to future violations it may not reduce conflict but will encourage states to keep a tighter rein on their militaries an attempt at a solution to the problem of enforcement of international criminal law is something to be applauded for the same reason the criminal law on the domestic sphere is it saves lives protects human rights and provides civilization to what would otherwise be anarchy,the icc is a force for goo and the ll tates sould be seen to be standing fully ehind it the intrnational criminal court is a major breakthrough in prviding a ermanent and durable system that can effectivel prosect and independently try war criminals in te past there was no perminent framework for dealng with grave breaches of human rghts protetion often allowing states to peform evil acts ith impunty only for he very worst atrocites wee special courts and tibunal set up it should as act as a deterrent to future violations it may not reduce conflict but will encourage states to keep a tighter rein on their militaries an attempt at a olution to the roblem of enfrcement of international criinal law is somehing to b applauded for the same reas the criminal law on the domestic sphere is it saes lives protects hmn righs and provides ivilizatn to what would otherwise be anarchy
test-international-amehbuaisji-pro03a,the american people support icc membership in a democracy the voice of the people should carry weight in determining how the country acts internationally according to a 2005 poll carried out by the chicago council on foreign relations 69 of the us population are in favour of us participation in the icc this clearly shows that the us people are unconvinced by the arguments on the theorized drawbacks of the international criminal court and are happy for it to be ratified,the american peole support icc membership in a democracy th voice f the peopl sould cary weight in determining how the cuntry acts internationally accring to a 2005 poll carried out by the chicago council on foreign relations 69 of the us popultion are in favur of us participation in the ic this leay shows that the us people re unconvinced by the argments on the theorized drawbacks of the iternational criinal court and ar happy for it to be ratifie
test-international-amehbuaisji-con02a,risk of lawfare against israel the specific position that israel is in places it at a unique risk of lawfare the use and abuse of the legal process by states for political ends a particular concern is article 8 2 b viii which could be used as a particular tool to attack israel over the settlements policy issues over settlements in the west bank should be resolved by negotiation during the existing albeit fractious peace process rather than being used as a tool for those who wish to derail good faith negotiations by dragging matters in to the hands of the international courts israel has regularly been singled out for particular beration by un bodies for example over half of the country specific resolutions passed by the un human rights council have been about israel while praising muammar gadaffi,risk of laware against israel the specific position that israel is in places it at a unique rsk of lawfare the use and abuse of the legal process by states for political ends a particua concern is article 8 2 b viii which culd be used as a particlar tool to atck israel over the settlemens policy issues over settements in the west bank should be resolved by negotiaion during he existing albeit factious peace procs rather than being used s a tool for those who wish to derail good faith negotiation by dragging mattes in to the hns of the international courts israel has regulaly been singled out for particula beration by un bodies f xample over hal of the coutry specific resolutios passed by the un hman ights council hae been about israel while praising muammar gadaffi
test-international-amehbuaisji-con04a,icc trials violate the due process guarantees of the us constitution us ratification of the rome statute would lead to the possibility of americans being subject to trials with procedures that violate the american constitution for example there are no jury trials at the icc a majority vote of the judges is enough to convict is a violation of the sixth amendment to the us constitution the independence and neutrality of some of the judges may be doubtful if they come from countries with definite foreign policy interests that run contrary to those of the us this is particularly pertaining to judges who are from backgrounds where judicial independence from the executive is not a defining feature of the legal system who will be more likely swayed by political considerations there is in addition a lack of rules against double jeopardy and the glacial rate of progress made by the icc with lengthy waits in pre trial detention for defendants affecting the right to a speedy trial it has also been argued that the procedures for special measures to protect witnesses hamper the defence,cc trials vilate the du rocess guaratees of the us constitution u ratifiction of the rome statute would lead to th ssibility of amerians being subject to trials ih procedures that violate the american costiution for example thee are no jury trials at he icc a majorty vote of the judges is enough to cnvict is a violation of the sixth amendment to the us constitution the independence and neutrality of some of the udges may be doubtful if they ome from counties with definite forein policy interests that rn contary to those o the us this is partiulay pertainig to judges who are frm backrounds where judicial independence from the executive is not a defiing feature f the legal system ho will be more likely swayed by political considerations thee is in additon a lac o rules against double jeopardy an the glacial rate of progress made by the cc wih lengthy wits in pre trial detention or defendants afecting the right to a speedy tial it has also been argued tha the procedures for pecial measures to protect witnsses hamper the defence
test-international-amehbuaisji-con03a,the rest of the world is better off with the us out the crucial role that the us plays for international security means that for the benefit of the rest of the world it is advantageous for the us to be outside of the icc jurisdiction when military intervention is needed it will often be the us that does so the us being in a position where its actions would be constrained by a fear of icc prosecution this would be even worse if the crime of aggression were to take effect a broad definition of which could harm us interests with the notable exceptions of the 1991 gulf war and the invasion of afghanistan most recent us overseas missions could be seen as amounting to the crime of aggression depending on the definition used it has been argued that every single us president since kennedy has committed the crime of aggression in an increasingly uncertain world it could be necessary for the us to intervene american ratification of the icc would therefore have the unintended consequence of constraining us actions that would otherwise save lives if the united states does not intervene in cases where there may be considered to be a responsibility to protect then it is unlikely that any other state will either,the rest of the world is better off with the us out the cucial role that the us plays for international scurity ens that for the benefit of the res of te world it is advntageous or the us to be utside f te icc jurisdiction when military intervention is needed it will often be the us that does so the s being in a position wher its actions woul be onstrained y a fear of icc prosecution this would be even wore if the rime of agresion were to take effect a brad definition f which could harm us interests with the notable excptions of th 1991 ulf war and the invason of afghanstan most recet us overseas missions could be seen as amounting o the crime of aggressin deending on the deinition usd t has bee argued that ever single us president sice kenney has committed th crime of aggression in an ncreasingly uncertin world it could be necessary for the us to intervene amercan ratification o the icc would terefore have the unitended onsequene of constraining us actions that would otherwise save lives if the united sttes does not intervene n cases where there may be considered to e a rponsibility to protet then it i unliely that any other state will either
test-international-amehbuaisji-con01a,ratification of the international criminal court would be a violation of national sovereignty any state ratifying the rome statute is placing its citizens at the mercy of a court that operates outside of national control this is an unacceptable ceding of national sovereignty thus no state other than the us has the power to deal with american criminals and no one but israel should deal with israeli criminals international criminal law and national sovereignty are inevitably enemies not only does the icc threaten american sovereignty it threatens the sovereignty of all nations the icc can in some cases prosecute citizens of nations that are not state parties authority for justice within one s territory is however at the heart of the concept of sovereignty as a matter of principle the us should not be supporting measures that affect the sovereignty of any nation let alone the us itself,ratification o the interational criminal cort would be a violation of national sovereignty any state ratiying the ome statue is placin its citizens at te mery of a court that operates outside of national control this is an unacceptabl ceing of ational soveregty thus no state other han the us has the power to del wih american criminals and no oe but isael should deal with isreli criminals ntenational criminal law and national sovereignty are inevitaly enemies not only does the icc threaten american soverignty it threatens the sovereignty of all nations the icc can n some cases prosecute ctizens of nations tha are not state parties authority for jusie within ne s territory is however at the heart of the concept of overeignty as a matter of priciple the us should not be supportig measures that affect the sovereignty of any nation let alone te us itself
test-international-gpdwhwcusa-pro02a,a un standing army would be ideally suited to respond to contemporary crises changes in modern warfare dictate the need for an impartial rapidly deploying multi national force modern warfare is no longer the trench battles of battalions aligned to a flag it is increasingly police actions designed to prevent the resort to warfare in the first place or enforce ceasefires once they have begun as such the impartiality of a un standing army would be highly valuable offering both parties in the conflict a neutral peacemaker and peacekeeper contrast this to the perceived differences in attitude between troops from britain the us russia and france to warring sides in the balkans it would be free of accusations of meddling and self interest that accompany the participation of troops from neighbouring states in un interventions for example nigeria in west african missions a un standing army could overcome local civilian suspicion free from the threat of propaganda from those opposed to it and free from the restraints of state power on those troops involved furthermore a un standing army would be able to deploy much faster than current peacekeeping missions which are held back by the bureaucracy of finding troops equipment and funding the present system takes months to put forces in the field and these are often inadequate to the task in hand as member states have pledged fewer troops than were requested and they then struggle to co ordinate across cultural and linguistic barriers this has meant the un has often acted too late with too little force and has thereby failed to avert humanitarian disasters in such places as central africa bosnia sierra leone and somalia a un standing army would be permanently available and able to deploy rapidly to contain crises before they turn into full scale wars and humanitarian disasters without an independent army the un has no capacity to avert such catastrophes 1 for it simply cannot raise forces quickly or effectively enough 1 johansen r c 2006 a united nations emergency peace service to prevent genocide and crimes against humanity p 23,a n tanding arm would be ideally suited to respond to contemporary cises changes in modern warfare dictte the nee for an ipartial rapidly deploying multi natnal force modrn arfare is no onger the trench battles of atalions aligned to a lag it is increasingly polie actions desige to prvent the resort to warfare in he first place or enfrce ceasefires once they have begun as such the ipartiality of a u standing army would be highly valuable offerig both prties in the conflict a neutral pacmaker and peaekeeper conrast ths to the perceived differences in attitude beteen troops fro britai the us russia and france to warring side in the balkans it would be free of accusations of meddng and self interes that accompan the articipation o troops from neighbouring states in un interventions for exampe nigeri in west african misions a un standing arm could overcome loca ciilin supicion free from the threat of propagana from thse oppose to it and ree from the rsraints of state power on those troops involved furtherore a un standing army woud be able to depoy much faster than current peacekeeping ssions whih are held back by the bureaucrcy of findi troops equipmnt and fundng the present system takes months to put forces in the field and thse are ften inadeqate to the task in hand as memer states have pledged fewer roops than were equested and thy then struggle to co ordinate across cultural and linguistic barriers this has meant the u has often acted o late with too litte force and has thereby failed to vert humanitarian disastrs in such plae as central aica bosna sierra leone and somalia a un stading army would be permanenty available and able to deplo raidly to contain crises before hey trn into full scale wars and huanitrian dsasters without an independant army the un hs no capacity to vert uch catastrophes 1 for it simpy cannot raise forces quickly or effectively enough 1 johansen r c 2006 a united nations emergency peace service to prevent genocide and crimes against humanity p 23
test-international-gpdwhwcusa-pro01a,a un standing army would solve the problem of american military hegemony a strong effective and impartial united nations standing army would deny powerful military states the right to bully and blackmail rivals into submission with the threat of military force a un army would be able to balance that threat with their own willingness to come to the aid of states under military duress the united states unwilling to risk a protracted conflict against a respected well trained multi national force would have to fall back to use an example american military intervention in vietnam against the wishes of the majority of the population could have been prevented had a u n standing army existed to respond to the wishes of the vietnamese people and stand against the united states intervention the existence of such a military rival would therefore force the united states to increase its investment in its state department and diplomatic solutions to political crises ultimately peace would be more effectively maintained,a n stnding army wuld solve the roblem of amercan mlitary hegemony a strong effective and impartial united natons standing army would deny powerful militar states the right to buly and blackmail rivals ito submission with the threat of ilitary force a un army would be able to baance that hreat with heir own willingness t come to the aid of states under military dues the united states unwilling to risk a protraced conflict against a respectd well trained mul national force would have to fall back to use an example america mlitary intevention in vietnam against the wishes of the majority of the population could ve been preventd had a u n standing army existed to respond to he wishes of the vietnamese people and tand gainst the united states intervention the existance o such a miltary rival would trefor force the united states to incease it investment in is state epartment and dipomatic olutions to political cries ultimately peace wold be more effectively mantaned
test-international-gpdwhwcusa-pro03a,a un standing army would be more effective in operations themselves a un standing army would be more effective than the variety of troops staffing missions under the current system at present most un operations are supplied by developing nations who hope to make a profit from the payments they receive for their services but who are under equipped and badly trained forces from the major powers are provided sparingly and only after substantial public pressure or when there exists an incentive for their use a un standing army would be better prepared both in regards to training and equipment and its soldiers would have greater motivation as they would have made a choice to enlist rather than being conscripts forced by their own states to fight someone else s war a single un force would also have better command and control than in current situations when different national forces and their commanders often fail to work effectively together in the field for cultural and linguistic reasons successful forces such as the french foreign legion the indian army and the roman army show that issues of language and culture need not be problems in combat situations they can be overcome through a strong professional ethos and a commitment to a mutual cause values that can only be expected to develop if troops prepare train and fight together,a un sanding arm would be more effective in operations themselve a un tanding army wold b moe effective than the variety of troops staffing missins under the current system t present most un operations are supplid by developing natons who ope to make a rofit from the payments thy receive for their svices but who are under equipped and badly trained forces from the major powers are provided spaingly and only aftr substatial publi pressure or when there exists an icentie for thier use a un standing army would be better prepared both in regards to training nd equipment and its soldiers would have greatr motivaion as they woud have made a choice to enlist rather han beng conscrpts forced by their own tates to ight someone els s wa a singl un orce wod alo have better command and cntrol than in current situatins when different national orces and teir commanders often fail to work effectively together in the field for cultural and linguistic reasos successful forces such as he french forein lgion the indian army and the roan army show that isues of language and cultre need nt be problems in combat situations thy can be overcome through a strong prfessional ethos and a commitment to a mutual cause vlus that can only be expcted to develop if trops prepare train and fight togeter
test-international-gpdwhwcusa-con02a,a un standing army is simply impossible to form a standing army for the united nations has an existing legal framework it has never been attempted in practice because it would be impossible to create article 43 of the original un charter specifies that all member states are expected upon the signing of a future un agreement to provide forces assistance and facilities for the maintenance of international peace and security 1 that it is has never been attempted is the direct result of its sheer impracticality who would contribute the troops how would they be trained and ensure that troops trained in one state would not be asked to thereafter fire on their own colleagues furthermore where would the u n standing army be located for the united nations has no land and the united states would not take kindly to a reprisal attack on the un army at the united nations headquarters and who would fund this army the united states hasn t paid its bills to the united nations in years due to their opposition to some of its actions what is there in place to prevent that continuing lastly and most importantly whose will would they be implementing for the united nations is not a single voice but the aggregated noise of its member states the security council which currently dictates the form that u n peacekeeping operations take are not a group to whom impartiality can be attributed a u n standing army at the behest of the security council would be used sparingly at best and only in regions and conflicts for whom all the p5 had a vested interest in the maintenance of peace any impartiality that the u n standing army had in theory would be lost in practice 1 u n charter 1945,a un standing army is siply impossible o form a standing army for the united ntions has an xistng legal framwork it has never been attempted i practice becaus it would be impossible to create artice 43 of the orgal un charter specifies that ll member states are expected upon the sgning of a future un agreement to provide frces assistae and facilities for the maintenance of inrnational peace and securit 1 that it is has never been attempted is the direct resul of its sheer impracticality who would contribute the troops how would thy be trained and ensure that troops trained in one state would not be asked o thereafter fir on ther own olleagues furthermore where would the u n standing arm be located for te nted nations has no lad and the united states would not take kindly t a reprisal ttack on he un army at the united naions headquarters and who would fund this amy the united states hasn t pai ts bills to the united natins in yas due t their oppositio to some of its actins what is there in place to prevet that continuig lastly and most importantly whose will would they be implementing for the united natins is not a single voie but the aggregated noise of its member states the security council which curently dctates the fom that u n peackeeping oprations take are not a grup to whom impartiality can be attributed a u n tandig arm at the behes of the security council woul be used sparingly at best and only in regions nd conflicts for whom all the p5 had a vested interest in the maintenance of peace any impartiality that th u n staning army had in theory woud be lost n practice 1 u n charter 145
test-international-gpdwhwcusa-con05a,a un standing army is unnecessary a un standing army is unnecessary in many cases un missions are very successful in guatemala for example a un peacekeeping mission was essential in enabling the conclusion of a decades long civil war in 1997 when there are problems these are more to do with lengthy and difficult security council deliberations inadequate mandates etc rather than how long it took to gather a force together in srebrenica for example where thousands of bosnian men and boys were slaughtered by serbian troops the problem was not the absence of peacekeepers on the ground but an inadequate mandate to use force the un would be much better spending its efforts on setting up a proper peacekeeping department and streamlining the un as a whole,a un sanding ary is unecessary a un standing army is unecessary in many cases n missions are very succesful in guatemala for example a u peacekeeping mission ws essential in enabling the conlusion of a decades long civil war in 1997 whe there are problems these are ore to do with lengthy and difficut security concil delibratons inadequate mndats etc rather than how long it took to gathe a force togee in srebrnica for example where thousans of bosnian men and boys were slaughtered y serbian troops the problem was o the absence of peacekeeps on the ground but an inadequate mandae to use force the un would be much better spending its efforts on setting up a propr peacekeeping departmet and streamlining the un as a whole
test-international-gpdwhwcusa-con04a,a u n standing army renders the united nations a de facto state but without a territory or a population essentially only governments have standing armies so this plan would inevitably make the un more like a world government and one which is not democratic and where in china a totalitarian state has veto power over key decision making this means a standing army may actually be counter productive impairing current perceptions of the un s selfless neutrality undermining its moral authority and its ability to broker peace agreements if the un becomes an institution with its own voice the fears that the un would lose its role as the honest broker in international affairs would come to fruition 1 1 miller 1992 3 p 787,a u n standing army renders the united nations a de facto ste bu wiout a terriory r a popultion essentially only governments have standing rmies so this plan woul inevitably make the u more like a world government and one which is not democrati and wher in china a totalitarian state has veto power over key decsion making this means a standing army may actually be counter productive ipairig current percetions of the un s selfless neutrality undermining it moral authority and is ability to broker pece agreeents if the un become an institution with its own voice the fers that the un would loe its role as the hnest broer in international affairs would come to fruition 1 1 miller 1992 3 p 787
test-international-gpdwhwcusa-con03a,there are better alternatives to solving the problems of contemporary warfare if it is granted that the un currently reacts too slowly to crises alternatives for an improved response could be implemented without resorting to a standing army a rapid reaction force made up of fast response units from member states with elite military capability pledged in advance for un operations would build upon the best features of the current system security council reform to remove the veto powers from the permanent 5 members would allow deadlocks in decision making to be rapidly broken and avoid the compromises which produce weak mission mandates an improved prediction capability through better intelligence and analysis and central logistical planning at un headquarters would allow forces to be assembled and mandates drafted before problems became full blown crises security council rules could be changed so that resolutions requiring force could not be passed until troops have been pledged in advance,there are etter alternatives to lving the problems of contepory warfae if it is graned that the un currently reacts too slowly o crises alternatives for an improved response could be implemented without rsortin to a staning army a rid reactio fce made up of fas response units from member states with elit military capability pledged in advance for un operations would buil upon the best features f te current system security coui reform to emove the vto owers from he perminent 5 members oud allow deadlocks in deiion making to be rapidly broken and avoi the compromises whch roduce weak mision mandates an improved prediction capability through better ntelligence and analysis and central logistical planning at un headquarters would allow forces to be assembled an mandates drafted before problems became full blown crises scrity council rles could be chaged so that resoluions requiring force could ot be pssed until troops have been pledged in advance
test-international-gpdwhwcusa-con01a,a un standing army would not be cost effective the cost of such an army would be very high especially if it were to include purchase of air and sea transport to reach theatres of operation added to the high costs of permanent establishment and training and equipping the force for every possible type of terrain state armed forces have the advantage of preparing for specific battles with specific enemies any un standing force would be forced by its very nature to prepare for every enemy in every environment such a scope is neither desirable nor easy to overcome without great expense and large numbers at present the un model is preferable it can draw upon different kind of troops for different kinds of missions from whatever member states feel best equipped to deal with a particular situation,a un standin army would not be cost effective the cos of such an army would be very high espeially i it were to inclde purchase of ar and sa transort to reach thatres of operation added to the high costs of prmanent establishment and traiing and equpping the forc for every posile type of terran state armd forces have the advantge of preparing r specific battles with specific enmes an un standing force would be forced by ts very nature to prpare for every enemy n every environmen such a scop is neither desirable nor easy to overcome without reat expense and lage numbers at present the un model is preferble it can draw upon different kind of troops for different kinds of missions from whateve member stats feel best euipped to deal wh a paticular situation
test-international-ghbunhf-pro02a,un ignores or enables human rights abuses despite the development of the concept of human rights in the post war world the un has totally failed to protect the rights of citizens ethnic minorities women and children it has stood by during episodes of genocide in cambodia rwanda congo and yugoslavia among many others 1 tolerates some of the world s worst dictatorships as members and does nothing to improve the situation of women in developing nations indeed where un peacekeepers have been sent into war torn countries they have sometimes been guilty of the most horrendous human rights abuses themselves 2 as of 2011 the un s human rights council itself is comprised of members such as saudi arabia cuba and china 3 1 un admits rwanda genocide failure bbc website 15th april 2000 2 macfarquhar neil peacekeepers sex scandals linger on screen and off new york times 7th september 2011 3 membership of the human rights council united nations website 2011,un igoes or enables human rights abuses depie the development of the concpt of human rights in the post war world the un has totally failed to proect the rights of citizens ethnic minorities women and chidren it as stood by during episodes of gencide in cambodia rwanda congo and yugslavia among many others 1 tolerates some of he world s worst dicatorshis as mmbers and does nothing o improve the station of oen in developing nations indeed where un peacekeers have been ent into war torn countries they have smetimes been guilty of the most horrendous human rghts abuses themelves 2 as of 2011 the un s human rights council iself is comprsed of members such as audi rabia cuba and hia 3 1 un admits rwanda genocide falure bc website 15t april 2000 2 macfaruhar neil peackeepers sex scndals linger on screen and off new york times 7th septemer 2011 3 membership of the human rights coucil united ntions website 2011
test-international-ghbunhf-pro05a,most international co operation can takes place outside un framework the major economic political and trade issues around the world are almost all dealt with either through bilateral agreements between nations or by specialised bodies set up for that purpose the world bank imf eu asean nato wto and so on in all of these fields the un is little more than an irrelevance even where the un does get involved in international affairs such as in the libyan crisis of 2011 it is other bodies in that case nato which serve as the vehicle for international cooperation 1 1 bolopion philippe after libya the question to protect or depose los angeles times 25th august 2011,most internationa co operation can taes place outside un framework the jor ecnomic political and trade issues round the world are almost all dealt with either through bilateral agreements between naions or by specialised bodies set up for that pupose the wrld bank imf eu asean nato wto and so on in al of tes ields the un i little moe thn an irelevan even where the un does get involved in international affairs such as in the libyan crisis of 201 it is other bodes in that case nato which serve as the vehicle fo international cooperation 1 1 olopion philippe after libya the quetion t protect or depose l angeles times 25th august 2011
test-international-ghbunhf-pro01a,main purpose of un to prevent war has clearly not been achieved the un was set up with the express purpose of preventing global wars yet it has done absolutely nothing to prevent them indeed the un has often served merely as a forum for countries to abuse and criticise each other rather than resolve disputes peacefully in some cases such as the 2003 invasion of iraq un resolutions have arguably been used as a justification for wars rather than to prevent them research shows that the number of armed conflicts in the world rose steadily in the years after 1945 and has only begun to plateau or fall since the end of the cold war 1 1 harrison mark amp wolf nikolaus the frequency of wars university of warwick 10th march 2011,main prpoe of un to prevent war has clearly not been achieved the un ws set up with the express purose of prevnting global wars yet it hs don absolutly nothing t prevnt them indeed the un has often served merely as a forum for countries to abuse and criticise each other rather than resolve disutes pecefully in sme cases such as the 2003 invasion of iraq un resolutins have arguably been used s a justification for wars rater than to prevent them research shws that the number of armed conflicts in te world rose steadly in the years aftr 1945 and has only egun t plateau or fall since the end of the cold war 1 1 harrison mark amp wolf nikolaus the fequency of wars uniersity of wawick 1th arch 2011
test-international-ghbunhf-pro03a,un decision making procedures are very inefficient the un displays all the worst traits of bureaucracies the world over the general assembly is little more than a forum for world leaders and ambassadors to lambast each other the security council is systemically unable to take decisive action in many of the world s trouble spots due to its outdated permanent membership structure which gives five nations a totally disproportionate power to prevent the world body from acting against their interests in the un s 65 years the veto has been used nearly 300 times 1 1 general analysis on the security council veto global policy forum website,un dcision making procdures are very inefficient the un display al the orst tits f bureaucracies the worl over the general assembly is litte more than a forum for world leaders and ambassadors to lambast each other the security council is systemically uable to take decisiv action in many of the world s trouble spots du to ts outdated perminent membership struture which gives five nations a totally disroportionate power to prevent the world boy from acting against their inerests in the u s 65 years the veto has been usd nearly 300 times 1 1 gneral analyis on the secrity council veto global policy forum website
test-international-ghbunhf-pro04a,many un bodies are corrupt or compromised as mentioned above the human rights council consists of some the worst human rights abusers in the world the ngo un watch has accused the hrc focusing almost exclusively on alleged human rights abuses by israel to the exclusion of almost every other country 1 there have been widespread allegations of corruption in un bodies 2 it is for these reasons that the us long refused to pay its full dues to the united nations and threatens to do so again in future as well as withholding funding from unesco in 2011 after it voted to recognise palestine as an independent state 3 1 anti israel resolutions at the hrc un watch 2011 2 corruption at the heart of the united nations the economist 9th august 2005 3 us cuts unesco funds over vote for palestinian seat bbc website 31st october 2011,many un bodies are corrupt or comproised as mentioned above the human rights council consists of some the worst human rights abusers in the world the ngo un watch has accusd the hrc focusing almst exclusively on alleed human right abuses by israel to the exclusion of almost every other country 1 here have been widespred allegatons of corruption in n bodies 2 it is for these easons hat the us ong refuse to pay its full dues to the united nations and threaens to do so again in future as well as withholding funding from unesco in 211 after it voted to recognise palestie as an indepenent state 3 1 anti israel resolutions at te hrc un watch 2011 2 crruption at the hert of the ite nations the economist 9th august 2005 3 u uts uneco funds ver vote for palesinian seat bbc website 1st ocober 2011
test-international-ghbunhf-con02a,the un has been at the forefront of promoting respect for international law and human rights when the united nations was founded in 1945 the idea of international law in so far as it had any meaning was little more than the customary behaviour of states towards each other over the succeeding 60 years the un and its various offices and organs have taken a lead role in codifying and promoting the concept of international law and the protection of human rights for example the crime of genocide was first enshrined in international law in the 1948 convention on the prevention and punishment of the crime of genocide 1 1 united states holocaust memorial museum what is genocide,the un has been a the forefront of promoti respect for internatiol law and hun rights when the united nations was ounde n 1945 the idea of international law in o ar as it ha any maning was little more ha the customary behaviour f tates towards each other ove the suceedng 60 years the un ad its varous offices and organs ve taken a lead role in odifying and promotig the concept of international law and the proection o human rights for eaple he crime of gnoide was first enshrined in intrnaional law in the 1948 convention on the preventio and punishmen of the crime of genocide 1 1 united states holocaust memoril museum what is nocide
test-international-ghbunhf-con05a,as world becomes more globalised the need for a global forum for resolving problems becomes ever more important in a globalised economy nations depend on each other as never before and the costs of war and conflict grow ever higher so it is more important than ever than countries have a forum for resolving their disputes and simply talking to each other regional bodies such as the eu or asean can perform some of these functions and specialised bodies such as the wto some others but there can never be a substitute for the global forum provided by the un if the united nations did not exist we would have to invent it 1 1 hammarskjold dag do we need the united nations address to the students association copenhagen 2nd may 1959 www un org depts dhl dag docs needun pdf,as wold becomes more globalised the need for a global forum for resolvig prolems becomes ever more imortant in a globalised ecnomy ations depend on each oher as nver efore and the costs of war and conflict row eve higher so it is more imporant than ever than countries have a forum for resolving their disputes ad simply talking to each oter regional bodies such as he eu or asean can perform some f these functons ad specialised odies such as the wto some others but thre can never be a substtute for the global forum prvided by the u if the unitd nations did not exist we would have to invent it 1 1 hammarskjold dag do we eed the united nations adress to the stdent association copnhagen 2nd my 1959 www n org depts dhl dag ocs needun pdf
test-international-ghbunhf-con04a,solution to problems of un is to reform outdated structures it is undeniably true that some of the un s procedures need to be improved and standards of financial transparency improved however this is true of many governments and international organisations not just the un the answer to the un s problems is not to give up on it but rather reform it for the 21st century including perhaps changing or augmenting the permanent membership of the security council to reflect the reality of the modern world 1 1 london jacqueline reform of the united nations security council international affairs and foreign policy institute 29th june 2007,solution to problems of un is to reform oudated strctres it is undenably true that some of the un s procedures need to be improved and standards of financial transparency mproved however ths is true of many governmet ad interational organisations not just the un the answer to the un s probles is not to give up on it but rather reform it for he 21st cenry including perhaps changing or augmenting the permaent membership of the security council t reflec the reality of the modern wrld 1 1 londn jacqueline reform of the united natons curity coucl international affairs and foreign olicy institute 29th june 2007
test-international-ghbunhf-con03a,many un organs carry out valuable work around the world the united nations is far more than simply a debating forum it does a massive amount of vital work around the world through its other organs examples of these are the world health organisation who unesco unicef the international court of justice icj and the high commissioner for refugees unhcr among many others 1 even if the slow speed of diplomacy at the un general assembly can sometimes be frustrating the idea that the united nations as a whole has failed simply does not take account of all these very important bodies furthermore the un remains one of the most respected of international organisations among ordinary citizens 1 united nations structure and organisation united nations 2011,many u organs carry out valable work round te world he united nations is far mor than simply a daing forum it does a massive aount of vital work around the world through its oher organs examples of these are te worl health organisation who unesco unicef the ternational court of justice icj and the high ommissioner for refgees unhcr among many othes 1 even if the slow spee of diplomacy at the un general assemby can sometimes be frustrating the idea that the united nations as a whole has faled simply does not take account of al these very important bodies furthermore te u remins one of the mos respected of internaional organisations among ordinar citizens 1 united nations sructure and organisation united nations 2011
test-international-ghbunhf-con01a,the un has performed a valuable service in preventing wars and in peacekeeping it is clearly unrealistic to imagine that the united nations could prevent all wars but nonetheless it has been successful at negotiating peaceful resolutions to international disputes it has also authorised military force to defend countries from unprovoked attacks kuwait and south korea to name just two owe their freedom to un action finally un peacekeepers do vital work all over the world from cyprus to korea 1 1 what is peacekeeping united nations 2011,the un has performed a valuable ervice in preventing wars and in peacekeping it is clearly unrealistic to imagine hat the unted nains could prent all wars but nonetheles t has been successful at negotiating peaceful resolutions to international disputes it hs also authorised military force to defen conties from unprovoked attack kuwait and south korea to name ust two ow their freedom t u action finally un peackeepers do vitl work all over the world from cyprus to korea 1 1 wat is peacekeeping united nations 2011
test-international-aghwrem-pro02a,myanmar is no longer a military dictatorship myanmar has taken significant steps towards democratisation in the last three years the new constitution and the elections that resulted in the current civilian government being appointed represent a marked shift in its governance structure though there may be scope for improvement in its democratic framework institutions for democratic functioning have been created and this is a huge step forward aung san suu kyi has also been released from house arrest and the tone of the statements made by the new government has been a reconciliatory one a new human rights commission has also been established while the pace of reform may not match the supposed expectations of the us and the eu myanmar s choice to change gradually and engage with them on its own terms must be respected the fundamental circumstances under which a policy of limited engagement was adopted with myanmar have changed and this calls for reassessment,myanmar is no longer a military dicatorhip myanmar has aken significant steps towards democratisatio in the ast three years the new consitution and the elections hat resulted in th current civilian government being appointed represent a marked shift in its governanc structure though there may be scope fo improvement in its democratic framework institutions for democratic fnctioning hav bee created and tis is a huge step forward aung san su kyi has also been relesed from house arrest an the tone of the tatements mae by the new government has been a reconciliatory one a new human rights commission has also ben stablished while the pace of rfom may not match te spposed expectations of the us and the eu myanmar s choice to change gradually and enage with them on its wn terms must be respected the undamental circumstaces unde hich a policy f limited engagement was adopted with manmar have changed and this calls for reassessment
