qid,query
test-sport-tshbmlbscac-con04a,collisions heighten antagonisms when someone gets hurt in a collision at the plate the injured player s teammates are more likely to hold a grudge and to try to get even there are numerous opportunities to do that whether by aiming a pitch at that player or by seeking another opportunity to hurt him when posey was injured the giants general manager brian sabean said if i never hear from cousins who hit posey again or if he never plays another game in the big leagues i think we ll all be happy we ll have a long memory 1 this is exactly the unsportsmanlike behaviour engendered by these dangerous and unnecessary plays former mlb catcher mike matheny noted that catchers don t forget when they get hit saying i think you just put a mark in the column that that kid took a run at a catcher to me as a catcher i know the next time i get the ball i m going to stick it to him you make those notes as a catcher 2 1 source joe torre to call brian sabean espn com news services june 3 2011 2 r b fallstrom matheny critical of cousins hit on posey associated press may 30 2011
test-free-speech-debate-magghbcrg-pro02a,radio is cheap to produce and easily accessible community radio relies on the power of its ideas and the thirst for those ideas among its audience it accepts the notion that it is the exchange of information and views freely given and received that is more important than the ideas themselves it doesn t require massive budgets and radio waves can be received on equipment that costs pennies more importantly it can be shared for all of its pretensions of accessibility the devices used to access the internet tend to be expensive and they also tend not to be shared unlike radios i to give some context to this even paying western prices a small radio station can be started for as little as 10 000 with monthly costs of 1 000 ii some of that of course relates to government issued licences clearly this does not apply if the station is planning to be ignored by the authorities these costs can be further reduced when the founders have a pre existing knowledge of radio engineering or work with a partner organisation such as the bbc world service or the various ngos who specialise in the field iii i plunkett john community radio a rare success story the guardian 9 march 2009 ii prometheus radio project iii wikipedia community radio
test-free-speech-debate-magghbcrg-pro01a,community radio gives voices to the people rather than imposing those of the powerful the events of the arab spring and previous events such as the revolutions of 1989 have shown that effective means of communicating are vital in a country where people have heard only one perspective anything that can break the monopoly is to be welcomed as orwell put it in an age of universal deceit to tell the truth is a subversive act community radio can both encourage an initial outpouring of democracy and just as importantly ensure that a diversity of opinions means that one autocratic regime is not just replaced by another in almost all other forms of mass communication genuinely democratic voices are easily swamped by those with either the power or the money to drown out the competition i as the focus of community radio is public service rather than profit responsible to and frequently produced by their listener base there do not have commercial advertisers aversion to upsetting authority either political or cultural as a result they are free to eschew the bland lowest common denominator approach that is so typical of commercial radio i amarc world association of community radio booklet what is community radio 1998
test-free-speech-debate-magghbcrg-con03a,community radio is just a platform there is nothing innately democratic about it to associate a medium with a particular virtue is missing the point radio has been used for atrocity and tyranny rwanda would be an obvious example just as much as the promotion and development of democracy equally the suggestion that community radio has a more significant role to play in this regard as opposed to say the bbc world service is ignoring the facts particular media cannot be said to support democratic renewal any more than particular languages can equally the revolutions of 1989 demonstrated the reality that taking control of the national radio station is in some situations more important than seizing the presidential palace neither the community element nor the radio aspect are innately democratic different media have undeniably produced different types of social change but they all have possibilities for democratic progress i i sedra mark revolution 2 0 democracy promotion in the age of social media the globe and mail 2 february 2011
test-free-speech-debate-nshbbsbfb-pro03a,there is a duty for a broadcaster that is not dependent on either commercial or state funding to give a platform to controversial works of art the bbc is in an unusual position simply because of its funding structure to promote new or challenging works of art the licence fee means that it is freed of many of the pressures brought to bear by either commercial or political masters although it has never taken that to mean it has a carte blanche it does allow for opportunities simply not available to many broadcasters in terms showcasing new works of art and encouraging creative development the bbc s global audience in 2007 was 233 million i that audience provides some context for the 1 500 who actively protested this particular broadcast it seems reasonable to suggest that many of those millions follow the bbc because they trust the corporation s approach of providing the widest possible range of output and opinion for such an organisation to capitulate to a prudish group who were outside bbc venues at the time so couldn t have seen the broadcast would be a huge betrayal of that trust i bbc news website bbc global audience hits new high 21 may 2007
test-free-speech-debate-nshbbsbfb-pro04a,it is simply impractical for a major international broadcaster to hand out powers of veto to small sectional interests the bbc would quickly be left with a content either devoid of interest or of content were it to allow such a veto to become normative especially were it as appears to be the case here to offer such a veto to people who didn t watch the programme as a result although some of the responsibility for avoiding offence lies with the broadcaster at least an equal share must lie with the viewer even at the more basic level of will i like this responsibility lies with both parties the bbc undertakes to provide a diverse range of programming so that there is a reasonable chance that the overwhelming majority should be able to find something of interest but does so on the assumption that people will watch what they find interesting likewise it is reasonable to assume that people will not go out of their way to watch things that they already expect to find offensive
test-free-speech-debate-nshbbsbfb-con03a,why should those who foot the bill have chunks of airtime from which they are effectively excluded how can it be okay for a broadcaster funded by a compulsory levy on anyone who owns a television to willingly produce programmes they know will cause offence to that consumer the charge of blasphemy is far more than saying i didn t enjoy this or not my kind of show it is a deeply held belief that what has been said is a deliberate and willful attack on values and beliefs that the viewer holds sacred and fundamental to who they are all major broadcasters including the bbc routinely test shows and monitor audience response and yet in this particular regard feel relaxed about producing material that certain viewers would consider it not only uncomfortable but sinful to watch by definition those viewers cannot watch those shows or quite probably that station and yet they are still expected to pay for it even if a british viewer were to choose never to watch the bbc again because of the offence caused by programmes such as jerry springer the opera they would still be paying the salaries of those who had caused the offence in the first place that cannot be reasonable by any standard
test-free-speech-debate-nshbbsbfb-con01a,if this work had been an attack on mohammed it would never have been broadcast the bbc is applying double standards a week before the broadcast of the opera protest by sikhs in birmingham about the play bezthi by the birmingham rep brought the show to a close like many organisations the bbc panics when it believes it has caused offence to some religions and yet christianity by far the world s most populous and diverse creed i is routinely ignored or expected to take it on the chin christian symbols and imagery are routinely profaned by major broadcasters publishers and others in a way that would simply not be tolerated if they were directed at minority faiths in the uk article four 4 of the bbc s charter ii stipulates quite clearly that all of the uk s communities should be reflected in all of its activities despite this the interests of the community that is represented by the established church of the country headed by the monarch receives the least support or consideration from the institution i ii bbc charter
test-free-speech-debate-fsaphgiap-pro02a,the people are interested in the health of their leader the health of the leader of the state is an issue that the people and the media inevitably want to know about there will always be a lot of interest in it occasionally this can be played by the administration as with kissinger saying he was ill and using time to fly to beijing to arrange for nixon s visit without press attention but most of the time keeping things from the press is purely negative it drives rumors this was the case of john atta mills people were not allowed to know about his health the presidential staff and communication members constantly lied about his health but there were two reports that he had died mills spent time in a us hospital on returning to ghana he was made to jog around the airport to show the media that he was healthy 1 1 committee for social advocacy who and what killed president john evans atta mills modern ghana 13 august 2012
test-free-speech-debate-fsaphgiap-pro03a,transparency allows citizens to choose for a healthy leader as to ensure proper functioning the health and fitness of a leader is a vital issue when choosing a leader the electorate deserves to know if they are likely to serve out their term when health conditions are hidden from the people they may mistakenly elect a leader who is unable to serve a full term or is at times not in control of the country there would be little point in voting for a leader who will often not truely be in charge of the country if voters are told it becomes their choice whether this is a problem transparency in terms of clear accurate and up to date information is necessary for the electorate to judge the fitness of a leader which is a necessary precondition for election in a democracy a leader needs to be accountable he can only be accountable if the elctorate knows such vital information
test-free-speech-debate-fsaphgiap-pro04a,a lack of transparency can endanger the leader a person is most likely to survive when they have an accident a heart attack or some other condition if they get prompt treatment and doctors are aware of any underlying conditions mills may well have lived or lived longer if there had been more transparency about his death there had been no prior warning that the president might be rushed to hospital despite the doctors having been called in the previous day for the same reason his outriders were not available leading to indecision over whether to send off the ambulance and finally he was initially turned away from the emergency ward because they did not know it was the president they were being asked to treat 1 transparency would allow procedures to be in place and advance notice given possibly gaining a few minutes and enabling survival 1 daily guide how mills died sister tells it all my joy online 31 august 2012
test-free-speech-debate-fsaphgiap-con02a,rivals could misuse the opportunity while the leader suffers from an illness rivals can use the opportunity to ease the leader out of office a period of illness is a period of vulnerability in which the government is less able to respond to external and internal threats not telling the public about the leader s health during an illness helps prevent such attempts the same is the case with a leader s death a few days of secrecy allows for smooth succession as the appointed successor has the time to ensure the loyalty of the government army and other vital institutions in 2008 when general lansana conte of guinea died power should have been transferred to the president of the national assembly aboubacar sompare with an election within 90 days instead a group of junior military officers took advantage of the quick announcement to launch a coup 1 1 yusuf huma military coup follows death of guinea s president the christian science monitor 23 december 2008
test-free-speech-debate-fsaphgiap-con04a,damages diplomacy to be too open diplomacy can be very personal diplomatic initiatives are often the result of a single person and the individual leader is necessary to conclude negotiations transparency about a leader s health may therefore prevent deals being done nixon went to china despite mao s ill heath meaning the supreme chinese leader contributed little to the historic change in diplomatic alinements 1 would such a momentous change in alignment have been possible if both the chinese and american public knew about mao s ill health the americans would have considered any deal unreliable as they could not be sure it was mao who made the decision while opponents in china could have argued that it was advisers like zhou enlai who made the deal not mao himself potentially enabling them to repudiate or undermine the deal 1 macmillan margaret seize the hour when nixon met mao john murray london 2006 p 76
test-free-speech-debate-fsaphgiap-con03a,markets like stability business and the markets prize political stability clearly when the leader of a country is ill this stability is damaged but the damage can be mitigated by being transparent the markets will want to know how ill the leader is and that the succession is secure so that they know what the future holds secrecy and the consequent spread of rumour is the worst option as businesses can have no idea what the future holds so cant make investment decisions that will be influenced by the political environment leaders do matter to the economy they set the parameters of the business environment the taxes subsidies how much bureaucracy they also influence other areas like the price of energy the availability of transport links etc it has been estimated that a one standard deviation change in leader quality leads to a growth change of 1 5 percentage points 1 the leader who follows may be of the same quality in which case there will be little difference but equally it could mean a large change 1 jones benjjamin f and olken benjamin a do leaders matter national leadership and growth since world war ii quarterly journal of economics february 2005
test-free-speech-debate-fsaphgiap-con01a,denial of privacy to the leaders the leaders of states deserve privacy in exactly the same way as anyone else just like their citizens leaders want and deserve privacy and it would be unfair for everyone to know about their health leaders may suffer from diseases such aids hiv or embarrassing illnesses which could damage a leader the people only a need for the people to know when the illness significantly damages the running of the government the government can function on its own without its leader for several days only if the illness incapacitates the leader for a long period is there any need to tell the people clearly if the president is working from his bed he is still doing the job and his government is functioning william pitt the younger prime minister of great britain was toasted as the saviour of europe while he was seriously ill but still running the country during the height of the napoleonic wars 1 1 bloy marjie william pitt the younger 1759 1806 victorian web 4 january 2006
test-free-speech-debate-yfsdfkhbwu-pro03a,maintaining the value of the degree employers and others expect certain degrees to mean certain things they are more than just an expensive badge in the case of elite western universities part of what that means is a critical approach to the world and the willingness to challenge ideas regardless of the authority that holds them part of their exclusivity derives from their admission standards partly from the academic rigour of their scholars and partly from the simple fact that there are only a relatively small number of graduates in other areas universities are all too aware of selling their reputation impartiality avoiding plagiarism and so forth the same should be true here if a degree from a western university does not mean that it recognises issues such as creativity and free thinking then it devalues the degree itself as a result the very governments that are so keen to acquire the creative critical skills offered by graduates of western style education will end up undermining the very thing that they seek this impacts not only the graduates from asian campuses of western universities but also their peers at the home institution i i us china today jasmine ako unraveling plagiarism in china 28 march 2011
test-free-speech-debate-yfsdfkhbwu-con03a,universities should exchange ideas not impose them of all possible institutions for a university to suggest that it is not open to defending its ideas rather than insisting that they be artificially imported seems counter intuitive as asian and european intellectual traditions increasingly interact as a result of economic interaction there are going to be clashes between and attempts to integrate the confucian and socratic approaches i part of that is the relationship between academia and the state western institutions seeking to establish themselves as a presence in asia should at least be open to the idea that a different approach may have something to offer after all a willingness to accept new ideas and attitudes is key to the ethic of any university the assumption that such an exchange would only flow in one direction is astonishingly arrogant i this is true at every level including simple things such as the approach taken by students to their studies inevitably universities have responded to these in different ways in the two traditions paton michael asian students critical thinking and english as an academic lingua franca analytic teaching and philosophical praxis vol 32 no 1 pp 27 39 p 28
test-free-speech-debate-ldhwprhs-con03a,silencing views that are considered offensive is self defeating and would be detrimental to those attempting to advance gay rights if freedom of speech is to mean anything then it needs to be a principle that is universally applied unless speech represents a direct and immediate threat to public safety then it should not be curtailed the overwhelming majority of the world would agree with hammond globally this is a significant possibly a majority view certainly the 24 of people in the uk who believe that homosexual sex should be illegal 1 could be assumed to be sympathetic these people might well consider gay pride marches to be offensive and a threat to public order but these are allowed to go ahead and so should hammond s protest and those like it the freedom of expression must be allowed equally in both cases 1 the guardian sex uncovered poll homosexuality 28 august 2008
test-free-speech-debate-ldhwprhs-con01a,regardless of the views expressed freedom of speech means that all opinions should be heard allowing politicians to regulate what it is acceptable to say or think is not something that has a happy history this isn t the result of a purely intellectual construct but one of altruistic self interest once people start banning ideas they tend not to stop at one voltaire s comment that i may not agree with what you say but i will defend to the death your right to say it is a statement of the very same principle that that demands equality for all groups in society in exactly the same way that all views are at the very least worthy of a hearing so are all lifestyles acceptable locking people up in the name of liberty makes no sense at all equally banning statements on the basis that it might be offensive to some people has been used as an excuse to prevent social and cultural developments the process of being offended usually made society and culture stronger for it we tend to fear or hate that which is hidden or unspoken the emancipation and liberation of other groups has tended to suggest that open debate is a more productive answer than trying to ban opinions and views
test-free-speech-debate-radhbsshr-con02a,infantilisation and prejudice those who dismiss the reaction to the spear forget the historical context which may trigger the sorts of responses seen to the artwork 1 south africa s past problems can be seen to derive from the gross caricaturing of black people and black men in particular as lascivious overtly sexual and threatening playing into a narrative of blacks as inferior beings justifying inhumane treatment over a number of centuries portraying the president with his genitals exposed could also be seen to pass negative comment upon his polygamy which is permitted in his zulu culture such comment upon something which can determine social standing can also be viewed as offensive by many triggering such reactions 2 with this in mind then the right action for both the goodman gallery and city press to take would be to remove such offensive art to avoid any hurt caused and to quell the protest which were borne out of genuine offence not political grandstanding as opposition seem to imply 1 hlongwane sipho the spear millions of people were insulted daily maverick 28 may 2012 2 dana simphiwe the sarah baartmanisation of the black body mail amp guardian 12 june 2012
test-free-speech-debate-radhbsshr-con03a,public decency freedom of speech is something that is highly valued particularly in a country such as south africa where it was in short supply for a large part of its history but surely for such speech to be worthwhile it has to be able to convey a message that actually enriches the public domain such messages can be critical of government but it must be best if they do not cause widespread offence in the process the problem with the spear is that is causes widespread offence with the graphic depiction of the male genitalia as a result the underlying message that brett murray is trying to convey is lost in the offence image of the exposed penis causing needless controversy in the process 1 the utilisation of an exposed penis in the spear breaches all notions of public decency not only causing offence in the public domain but also personal offence by depicting president zuma in such a lewd manner as such it is right to ask for the removal of the artwork from public display to prevent further offence from being caused 1 robins p the spear that divided the nation amandla 2012
test-free-speech-debate-radhbsshr-con01a,defamation while south african law does allow for freedom of speech and the constitution is one of the most liberal in the world for protecting such freedoms it must be measured against the need for responsibility in the use of such freedoms to prevent offence whatever one believes about the spear it is clear that murray attacked president zuma based upon his personal life rather than any critique of policy the depiction of the president with his penis exposed is a reminder of the accusations of rape against him of which he was acquitted in 2007 to remind those who view the painting of the accusation is to hint at zuma s guilt in the case despite it being proved otherwise in a court of law this is effectively libel and as such defames zuma s character as such zuma was right to sue for defamation and it was right for the artwork to be removed as it implied and spread a falsehood in the public domain that is damaging to zuma
test-free-speech-debate-nshbcsbawc-con03a,if this were about wearing a badge with a political slogan or something similar everyone would agree that it was inappropriate the same principle should apply to iconography if the image they were wearing endorsed a political candidate or another company the issue would never have got to court neither complainant was employed in a capacity where their religious conviction was relevant to the job if the situation were reversed and they were compelled to profess a religious faith in such a situation there would rightly be an outcry in neither situation would the consumer of the service being provided expect to be confronted with endorsements for which candidate to vote for or which soda to drink the question then arises if political and corporate branding is out why should suggestions about which god to pray to be okay the very fact that they were willing to pursue this action demonstrates that images and symbols carry meaning beyond the explicit statement they make if that is true then it is equally true that others may object to or be offended by what that symbol represents people who have bought airline tickets or are in need of healthcare should not be confronted by imagery they may find unpleasant
test-free-speech-debate-nshbcsbawc-con01a,employers impose rules relating to conduct in the workplace it s one of the things that everyone accepts when they take and continue in a job put simply if you don t like the rules don t do the job the fact that the world of work and the life of faith can come into conflict should hardly have come as a surprise to the women concerned from biblical times onward that has been a reality however they chose these particular jobs and that choice comes with consequences their actions would seem to suggest that they prize their faith more highly than their jobs the solution seems fairly straightforward get another job religious belief is also a choice nobody is compelling the two women into one particular faith and nobody including the church is compelling them to wear a cross as a demonstration of that decision the problem seems to have arisen because one thing they chose to do was in conflict with another thing they chose to do it is difficult to see how that is the responsibility of either the employer or the courts
test-economy-egecegphw-pro03a,heathrow is in the best location for london flying is critical for business heathrow is well located for the people that will pick up the bill funding its expansion people need to be able to get to their homes and work easily from the airport otherwise it is impractical according to the civil aviation authority 25 of business passengers start their journey within 30 minutes of heathrow far more than any other airport 1 this demonstrates that the demand for heathrow s services from the local area is real and pronounced heathrow is closer to london than its rivals gatwick and stansted and has better transport links through the piccadilly line and heathrow express a new airport could potentially be closer but finding space within the m25 for a large airport without attracting the same kind of opposition that expanding heathrow has would be next to impossible 1 leunig tim a bigger and quieter heathrow is the answer to our aviation capacity problem the spectator 5 october 2012
test-economy-egecegphw-con02a,expanding heathrow would be at the expense of the environment expanding heathrow will directly contribute to climate change and make it impossible for the uk to stay within the eu legal limits the eu has established limits on the levels of harmful pollution and the uk has signed a commitment to reduce green house gases by 80 by 2050 and also to emit no more co2 in 2050 than it did in 2005 however building a third runway would be enabling and encouraging greater number of flights which would result in heathrow becoming the biggest emitter of carbon dioxide co2 in the country 1 attempts by the government to weaken pollution laws by lobbying brussels would enable the third runway but at a deeply nefarious price that of human health currently fifty deaths a year are linked to heathrow but with expansion this would go up to 150 2 1 stewart john a briefing on heathrow from hacan june 2012 2 wilcockm david and harrism dominic heathrow third runway would triple pollution deaths the independent 13 october 2012
test-economy-thsptr-pro01a,those able to pay more should pay more into the tax system the wealthy have more disposable income and are more financially secure than are the poor and economically tenuous for this reason a progressive system of taxation puts the tax burden more heavily on the wealthy which has the wherewithal to pay progressive taxes make everyone sacrifice equally since true equality of taxation means equality of sacrifice 1 it is ludicrous to expect the poor and less well off to pay the same proportional amount in taxes as the wealthy since they have to spend most of their income on essential goods like food and shelter it is unjust to gain all state revenues from regressive taxes like vat since the wealthy have excess resources they can do without while not overly influencing their standard of living 2 progressive taxation serves to help the poor and worst off while not leaving the wealthier worse off since they still have more money clearly progressive taxation is just in terms of burdens on individual taxpayers 1 young h peyton 1990 progressive taxation and equal sacrifice the american economic review 80 1 253 266 2 shapiro robert flat wrong new tax schemes can t top old progressive wrongs washington post 1996 available
test-economy-thsptr-con03a,the ability to orchestrate a progressive taxation regime gives undue and dangerous power to the state the power to tax is power to destroy a state with power over a progressive taxation system can put the wealthy in effective thrall and use them to benefit its own ends this is exacerbated by such phenomena as the tyranny of the majority which can lead the majority of less wealthy and have nots to demand more and more services and paying for them by inflicting ever more onerous taxes on the wealthy while diminishing their own burdens furthermore so long as the tax burden is disproportionately leveled on the few no one can see the growing size of the state 1 with flat or regressive consumption tax everyone can feel the growth of the state they can also understand the costs associated with it driving them to have more realistic preferences and to make more rational demands of the state rather than treating the rich as a perpetual piggy bank 1 dorn james ending tax socialism cato institute 1996 available
test-economy-epiasghbf-pro02a,the effects of unemployment unemployment has been linked to several health and wellbeing effects firstly the psychological impact of unemployment involve a range of issues from confidence to mental well being issues of mental health problems such as depression suicide anxiety and substance abuse need recognition in africa the impact of mental health may not only be on the individual but dispersed within families and across generations secondly unemployment may result in a loss of social networks and networking skills the power of social capital or networks in reducing vulnerability has been widely noted therefore encouraging women to participate within the labour market ensures new networks are built and retained through the vital communication skills used finally unemployment may affect physical health status unemployment may place individuals in a downward spiral making it harder to re enter the job market
test-economy-epiasghbf-pro01a,the importance of jobs in livelihoods money jobs are empowerment building sustainable livelihoods and tackling poverty in the long term requires enabling access to capital assets a key asset is financial capital jobs and employment provide a means to access and build financial capital required whether through loans or wages when a woman is able to work she is therefore able to take control of her own life additionally she may provide a second wage meaning the burden of poverty on households is cumulatively reduced having a job and the financial security it brings means that other benefits can be realised such as investing in good healthcare and education 1 women working from home in kenya designing jewellery shows the link between employment and earning an income 2 the women have been empowered to improve their way of life 1 see further readings ellis et al 2010 2 see further readings petty 2013
test-economy-epiasghbf-con02a,women need alternatives for empowerment empowerment cannot be gained for women through employment alternatives are required a gender lens needs to be applied to women s life course from the start to tackle the discriminatory causes of gender inequality access to sexual and reproductive health rights is required for women access to such rights ensures women in africa will be able to control their body go to school and choose the type of employment they wish to enter into the importance of enabling sexual and reproductive health rights for women is being put on the agenda for africa 1 there is a lot to be done beyond workforce participation ending violence against women promoting equal access to resources opportunities and participation such features will reinforce women s labour market participation but in the jobs they want 1 see further readings chissano 2013 puri 2013
test-economy-epegiahsc-pro02a,multilateralism is preferable to bilateralism it is preferable for latin american countries to band together when negotiating trade deals with the us and canada to better protect their interests after ftaa negotiations failed the us focused on bilateral strategies and trade deals where the imbalance of power was much greater in favour of the us and it therefore could more easily dictate terms of the agreement that were detrimental to the interests of the developing country for example el salvador who is a member of cafta central america free trade agreement together with only five other central american countries has found itself under legal attacks by foreign investors when it refused to lower its environmental standards in the gold mining industry 1 having an emerging global power like brazil be part of the agreement would counterbalance us influence over the terms 1 gallager kevin stop private firms exploiting poor states the guardian 5 february 2010
test-economy-epegiahsc-pro01a,free trade is good for development and growth free trade essentially removes barriers for companies to do business across countries and regions this leads to competition between countries in those regions and between companies and industries in those countries it leads to the sharing of innovation drives down the cost of production and allows workers to move freely where their labour and skills are needed this is good for all those involved in the transaction it is good for companies because they have more resources and markets at their disposal good for consumers because competition between companies drives down prices and drives the innovation that improves products and it is good for workers because they have greater opportunities to find employment for their labour and skills 1 1 danben david h kan nordstr m lalanwinters trade income disparity and poverty world trade organization 1999
test-economy-epegiahsc-pro03a,trade is good for democracy venezuela s hugo chavez has been making sustained efforts to boost his influence in latin america with regional tours and substantial investments in neighbouring economies fuelled by venezuela s oil money 1 he is staunchly anti american and a supporter of iran meanwhile he has been restricting freedom of speech in his own country has done away with presidential term limits and has essentially proven himself as yet another latin american dictator in the making if the us hopes to counterbalance his influence it needs to become more economically connected to latin america showing that the united states is willing to trade fairly with latin america would undermine his message this would not only be the case for the united states as it would also allow brazil and other successful democratic latin american states to boost their influence 1 carroll rory chavez opens his wallet wider to boost latin american influence the guardian 9 august 2007
test-economy-epegiahsc-con04a,ftaa is bad for labour in developed countries liberalizing the labour market across the entirety of the americas would be a severe blow to workers in the us and canada it would put them in direct competition with workers from countries where the average salary is much lower than in the us who would be willing to work for a fraction of what a us or canadian worker currently makes in order to stay competitive in such a market they would have to accept lower salaries and a cut in benefits this would reverse decades of progress in the direction of better protections for workers and workers rights as well as lead to higher unemployment levels in developed countries 1 this has occurred as a result of previous free trade agreements in the americas for example the north american free trade area nafta after it was implemented resulted in the displacement of 682 000 us jobs 2 this then gives employers a chance to reduce working conditions as there is surplus labor 1 suroweicki james the free trade paradox the new yorker 26 may 2008 2 scott robert e heading south u s mexico trade and job displacement after nafta economic policy institute 3 may 2011
test-economy-epegiahsc-con01a,the ftaa is bad for industries in developing nations this agreement would put farmers and workers in some of the world s most impoverished nations in direct competition with some of the richest companies in the developed world ftaa would have small domestic industries in countries like bolivia or haiti compete with massive american corporations and prevent their governments from aiding them in any way the disparity of power and resources would be so great in the case of such a collision that it would mean these small industries could easily be wiped out and never develop to a level where they can sustain a healthy national economy and become competitive against giant multinational corporations this would be disastrous for development and poverty reduction in south america 1 1 robinson mary free trade area of the americas latin america deserves better new york times 18 november 2003 www nytimes com 2003 11 18 opinion 18iht edrob ed3 html scp 1 amp sq
test-economy-egiahbwaka-pro03a,there is greater potential for african women there is great potential in educating african women two out of three illiterate africans are women in 1996 the countries with the highest illiteracy rates in women are burkina faso with a staggering 91 1 sierra leone with 88 7 guinea with 86 6 and chad with 82 1 of women illiterate 1 the situation is however improving women are starting to reach their educational potential by 2011 the illiteracy rate among female youth 15 24 had dropped to 52 in sierra leone 22 in guinea and 42 in chad 2 women in africa are becoming much better educated this means they are much more likely to be able to reach their full potential in the economy education provides opportunities as educated women will be better able to work in the manufacturing or services sectors they will also be much more capable of setting up and running their own businesses or organisations as a more educated cohort of women enters the workforce they will have a much greater effect on the economy than women have had in the past 1 the role of women in post independent africa african women culture 29 april 2011 2 unesco institute of statistics literacy rate youth female of females ages 15 24 data worldbank org 2009 2013
test-economy-egiahbwaka-con02a,women are not the future for africa s economy in the short to medium term women are unlikely to be the key to africa s economic future even in western economies there is still a gap between genders at the workplace women are still paid less than men there are more men ceo s than women and so forth this is likely to remain replicated in africa for decades after there has been full acceptance that women should be treated equally as has happened in the west in some parts of africa there are cultural reasons why women are unlikely to obtain a key role in the near future in egypt for example where 90 of the populations is muslim women account for 24 of the labour force even though they have the right to education this is true across north africa where women amount for less than 25 of the work force 1 just because there is clearly a large amount of potential being wasted here does not mean that is going to change women often have few political or legal rights and so are unlikely to be able to work as equals except in a very few professions such as nursing or teaching 1 international labour organisation labour force female of total labor force data worldbank org 2009 2013
test-economy-bhahwbsps-pro02a,this ban would lower healthcare costs the health problems that smokers experience cost taxpayers where healthcare is provided by the government or the individual for private healthcare a lot of money decreasing the number of smokers as a result of a reduction in both social smokers those who smoke when out with friends and passive smokers those who do not smoke themselves but are exposed to the second hand smoke of others will lead to a decrease in these healthcare costs this has been reported for example in arizona where a study found that hospital admissions due to diagnoses for which there is evidence for a cause by smoking have decreased since the statewide smoking ban and that costs have thus decreased 1 1 herman patricia m and walsh michele e hospital admissions for acute myocardial infarction angina stroke and asthma after implementation of arizona s comprehensive statewide smoking ban american journal of public health 101 3 march 2011
test-economy-bhahwbsps-pro01a,exposing non smokers to second hand smoke goes against their rights the universal declaration of human rights a list of rights to which the united nations has declared that all human beings should be entitled states that everyone has the right to a standard of living adequate for the health and well being of himself and of his family 1 more than 50 studies carried out worldwide have found that people are at an increased risk of lung cancer if they work or live with somebody who smokes2 given these very serious health risks it goes against people s human rights to be exposed to second hand smoke when they have not chosen to breathe it in to avoid this happening smoking should be banned in public places so that non smokers can be sure that they will not have to breathe in second hand smoke 1 the universal declaration of human rights general assembly of the united nations 2 tobacco smoke and involuntary smoking world health organisation vol 83 24 july 2002
test-economy-bhahwbsps-con02a,smokers have a right to enjoy themselves article 1 of the universal declaration of human rights states that all human beings are born free and equal in dignity and rights they are endowed with reason and conscience and should act towards one another in a spirit of brotherhood 1 so smokers have the same rights as non smokers and should not be targeted because of how they choose to live their lives article 24 of the universal declaration of human rights states that everyone has the right to rest and leisure including reasonable limitation of working hours and periodic holidays with pay 1 if some people get their rest and leisure by smoking with friends in a pub it seems that governments should make it possible by at least having smoking areas in pubs restaurants etc a ban on smoking in all public places would mean smokers could never enjoy themselves like they want to at least not legally there are many groups which feel that the rights of the smoker are being ignored e g forest 1 universal declaration of human rights general assembly of the united nations
test-economy-bhahwbsps-con01a,this ban would be difficult to enforce given the popularity of smoking a ban on smoking in all enclosed public places would be difficult to enforce requiring constant vigilance by many police officers or security cameras it has been reported that smoking bans are not being enforced in yakima washington 1 atlantic city2 berlin 3and other places in new york city the major has said that the new york police department nypd are too busy to enforce the ban on smoking in their parks and on their beaches and that the job will be left to citizens4 1 guenthner hayley smoking ban difficult to enforce in yakima kima tv 1 april 2011 2 sajor stephanie smoking ban not enforced at atlantic city casinos thirdage com 25 april 2011 3 afp smoking ban not enforced in parts of germany spiegel online 2 july 2008 4 nyc smoking ban in parks will not be enforced by nypd mayor huffington post 2 november 2011
test-economy-bepiehbesa-pro01a,cap is costly and unfair to other industries currently cap costs the european union approx 40 of its whole budget however this money is used to provide subsidies for industry that only employs less than 5 of workforce and creates less than 2 of gdp 1 we can easily assume that nearly half of eu s budget can be used more effectively and can instead be used to support other more potential industries which can boost the currently sluggish economic growth moreover the subsidies for european farmers are so high they can contribute up to 90 of farmers pre tax income 2 no other industry has such privileges when european coal and iron industry became uncompetitive and needed to be slimmed down the european union did not subsidise the industry to such degree even though such action could have saved thousands of jobs 1 charlemagne milking the budget the economist 22 november 2012 2 the economist europe s farm follies 8 december 2005
test-economy-bepiehbesa-pro03a,it harms the economies of developing world the current model of cap results in major oversupply of food and beverages in 2008 the stockpiles of cereals rising to 717 810 tons while the surplus of wine was about 2 3 million hectolitres 1 this excess of supply is then often sold to developing countries for prices so low that the local producers cannot cope with them the low prices of european food can be attributed to the higher efficiency of producing food because of use of advanced technologies as well as the cap agriculture makes a small fraction of gdp in europe but in developing countries of africa or asia it is entirely different with large numbers dependent on much smaller plots of land hence the consequences of cap and high production in the eu can be the rise of unemployment and decline of self sufficiency of these affected countries 1 castle stephen eu s butter mountain is back the new york times 2 february 2009
