qid,query
test-sport-otshwbe2uuyt-pro02a,boycotting euro 2012 will highlight ukraine s backsliding on human rights european leaders must take a stand on human rights in their own back yard if they are to be taken seriously on the issue anywhere in the world there are numerous human rights abuses in ukraine migrants risk abusive treatment and arbitrary detention roma and people with dark skin in particular face governmental and societal discrimination and some xenophobic attacks and may be prosecuted for acting in self defense 1 amnesty international has highlighted abuse of power by the police numerous cases in euro 2012 host cities in which police have tortured people in an attempt to extort money extract a confession or simply because of the victims sexuality or ethnic origin 2 if europe turns a blind eye to these kinds of abuses in neighbouring states without even a minor diplomatic snub it will not have the moral authority to confront worse abuses elsewhere in the world states that are abusing their own citizens would shrug off criticism believing that european states will not back their criticism up with any action 1 bureau of democracy human rights and labor 2010 country reports on human rights practices report u s department of state 8 april 2011 2 ukraine euro 2012 jeopardised by criminal police force new amnesty report amnesty org uk 2 may 2012
test-sport-otshwbe2uuyt-pro01a,europe must not give approval to this regime viktor yanukovych fairly came to power in 2010 however since then he has set about attacking the country s fragile democracy there are numerous cases showing this democratic decline for example changes to the constitution that occurred after the orange revolution have been rolled back to give more power to the presidency 1 most visibly opponents of the regime such as yulia timoshenko have been jailed in politically motivated trials at the same time there have been attacks on the freedom of the media and ukraine has fallen down rankings of press freedom in 2010 11 with its score from freedom house falling from 56 to 59 with its ranking falling to 130th 2 ukraine like its neighbours russia and belarus has become a virtual mafia state where the sbu ukraine s successor to the kgb is all powerful and the elite are unaccountable 3 it is becoming more and more corrupt as is shown by its fall down the corruption perceptions index from 118th in 2007 to 152nd in 2011 4 ukraine is clearly going in the wrong direction and european leaders need to stand up and show that the will not allow this to continue 1 bureau of democracy human rights and labor 2010 country reports on human rights practices report u s department of state 8 april 2011 2 karlekar karin deutsch and dunham jennifer press freedom in 2011 breakthroughs and pushback in the middle east freedom house 2012 pp 7 16 3 luzio taras ukraine like russia is becoming a virtual mafia state atlantic council 1 march 2012 4 transparency international corruption perceptions index 2011 transparency international corruption perceptions index 2007
test-sport-otshwbe2uuyt-con02a,a boycott won t help resolve the issues at question european leaders need to consider whether their methods are likely to achieve the result they want what europe s leaders want is first of all yulia timoshenko released and secondly improvements in ukrainian human rights timoshenko is unlikely to be released as she has been convicted on charges of abuse of office and sentenced to seven years in prison the best that could be hoped for is an improvement in her treatment similarly the result is not likely to be positive for human rights and democracy there might be an improvement during the games while the eyes of the world are on ukraine but long term there will be no impact unless yanukovych is persuaded that improvements are in his benefit this would require more concrete and long term actions than one off boycotts past boycotts have demonstrated a lack of success in changing the situation on the ground in the 1980 olympics held in moscow during the cold war the usa boycotted in response to the 1979 invasion by the ussr of afghanistan the result was that the soviet union stayed in afghanistan won most medals in the olympics and retaliated by boycotting the 1984 games held in los angeles 1 1 gera vanessa boycott of ukraine during euro 2012 carries risk associated press 11 may 2012
test-sport-otshwbe2uuyt-con03a,the boycott would affect poland and the ukrainian people as well as yanukovych a boycott of euro 2012 even if it was meant to be limited to ukraine would negatively impact on the whole tournament polish prime minister donald tust argued it is in poland s undisputed interest to hold the games in poland and ukraine without a hitch and to prevent politics from ruining the great effort 1 any boycott would unnecessarily move the attention away from the games itself towards politics it should also be remembered that viktor yanukovych does not represent the whole of ukraine and only won by a narrow margin with 48 95 of the vote compared to yulia timoshenko s 45 47 in the second round 2 arseniy yatsenyuk leader of the front for change has urged leaders not to boycott the best scenario would be if the european leaders attended the championship but did not meet president yanukovych it s supposed to be a visit to ukrainians not to yanukovych 3 this would show that european countries support the ukrainian people and their democratic aspirations and even hope they may be eventually will join the european union while showing displeasure at yanukovych s policies and lack of support for democracy 1 poland slams calls for ukraine euro 2012 boycott the warsaw voice online 4 may 2012 2 nesterov andrei how the news is reported in russia school of russian and asian 19 february 2010 3 dorosh svitlana ukraine fights euro 2012 boycott bbc ukrainian 9 may 2012
test-sport-ybfgsohbhog-pro02a,hosting stimulates regeneration in local areas hosting stimulates regeneration the ioc is enthusiastic about bids that will leave a lasting impact and have looked favourably on cities that locate their olympic villages and stadia in deprived areas in need of regeneration the 1992 barcelona olympics were used as a means to completely overhaul the port and coast of the city creating an artificial beach and waterside cultural area that became a lasting tourist attraction along with cleaning up areas and new stadia olympic villages release between 5 000 and 20 000 new homes which governments can chose to hand over as low cost housing as is proposed for london 2012 whilst these projects could be completed without the olympics the need to provide an overall package transport accommodation stadia greenery etc for a set deadline means that there is far more incentive to get the projects done an example of this in london is the plan for a new 15bn underground rail system called crossrail first proposed over 20 years ago but only now being developed because of the attention surrounding the london 2012 bid 1 the fact that international scrutiny will follow the building program means that it is far more likely to be completed to a high standard consider the detailed coverage of the preparations for athens 2004 1 hayes s 2011 april 19 crossrail will leave a positive legacy retrieved may 12 2011 from wharf
test-sport-tshbmlbscac-pro02a,collisions are a part of the game first collisions are part of the tradition of baseball they have been part of the game for a very long time fans players and managers all expect home plate hits to occur from time to time some things are part of the game there s not a whole lot you can do said red sox catcher jason varitek who has been on the receiving end of numerous crashes in his career 1 varitek s manager at the time terry francona agreed nobody wants to see anybody get hurt but you got to play the game 2 and former catcher brad ausmus who had also been hit multiple times in his career echoed the sentiment i t s part of the game when you put on the shin guards and chest protector you know that if there s a play at the plate and you re blocking the plate you could take a hit at any moment 3 as the associated press put it many people believe home plate collisions are as much a part of baseball tradition as peanuts and cracker jacks and the seventh inning stretch 4 second home plate hits are an essential element of playing the game hard without them baseball would be much less deserving of its nickname hardball one commentator notes an injury is extremely unfortunate but it s the result of a hard nosed play that is as old as the game itself to take away the potential for a high intensity physical play in an otherwise non physical sport would be a mistake 5 in that vein collisions are also part of the dynamic between the offense and defense that once removed will make the game much poorer a baserunner wants to get there at all costs whereas a catcher wants to protect it at all costs the mutual discomfort that s evoked in both the catcher and the baserunner as a play at the plate develops is one of the intriguing peculiarities that makes the game of baseball so great 6 1 antonio gonzalez posey s injury stirs debate on baseball collisions associated press may 27 2011 2 ibid 3 jayson stark on a collision course espn com rumblings amp grumblings blog may 28 2011 4 ibid 5 ricky doyle buster posey s injury unfortunate but home plate collisions still have place in baseball nesn may 29 2011 6 ibid
test-sport-tshbmlbscac-pro04a,without collisions either the catcher or the runner would have an enormous and unfair advantage there are two often discussed ways to change the rules require the runner to slide just as they must do when attempting to reach other bases or disallow catchers to block runners paths each results in an imbalance between the catcher and runner a commentator describes this dynamic very well if major league baseball was to employ a rule stating that runners must avoid contact with the catcher similar to the slide or avoid rule employed in amateur baseball it would give the advantage to the catcher the catcher would have the benefit of dictating the course of action that a baserunner must take and would perhaps more importantly have peace of mind knowing that there is no chance of an ensuing collision if major league baseball was to make a rule stating that the catcher cannot block the plate the advantage would certainly go to the baserunner who would enjoy the luxury of a straight path to the most sacred ground on a baseball diamond 1 allowing collisions is the fairest most even match between the catcher and runner 1 ricky doyle buster posey s injury unfortunate but home plate collisions still have place in baseball nesn may 29 2011
test-sport-tshbmlbscac-con01a,collisions are dangerous and lead to injury ray fosse and buster posey mentioned above in the introduction are just two examples of players who suffered major injuries in crashes at home plate texas rangers star josh hamilton reigning most valuable player of the american league broke his arm when he collided with a catcher in 2011 in august 2010 cleveland indians catcher carlos santana suffered a season ending knee injury when he was hit by red sox runner ryan kalish to go back a few more seasons braves catcher greg olson was having a career year in 1992 until ken caminiti broke his leg in a collision there have been literally dozens of severe injuries suffered in bang bang plays at the plate this high rate of injury should come as no surprise given the physics involved in this type of play a simulation with a crash test dummy wired with sensors showed that a catcher can get hit by a runner travelling 18 miles per hour resulting in 3 200 pounds of force much worse than an american football hit with much less padding 1 teams make heavy investments in their players paying them millions of dollars a year thus serious injuries are very expensive both because of the treatment required and because the player is missing many games this is why the oakland athletics instructed their top catcher kurt suzuki to avoid blocking the plate because their investment in him is worth more than whatever runs he allows by failing to stop the runner from scoring 2 when players are injured in these plays it s also bad for fans who will lose the opportunity to see their favourite athletes on the field as bruce bochy busty posey s manager with the giants told the media after he lost his star catcher to injury and here s a guy that s very popular in baseball fans want to see him play and now he s out for a while 3 1 joel siegel barbara pinto and tahman bradley catcher collision ignites baseball rules debate abc news may 28 2011 2 buster olney billy beane issues home plate directive espn the magazine june 1 2011 3 tim kawakami bochy on posey s injury hopefully the guys are not happy i m certainly not happy mercurynews com talking points blog may 26 2011
test-free-speech-debate-magghbcrg-pro03a,community radio evens the playing field against state and corporate broadcasters autocracy has at its root the premise that only one perspective or group of perspectives is legitimate certain assumptions are unquestionable certain rules inviolable and more often than not certain voices unchallengeable it s all too easy for that state of affairs to be normalised community radio offers another voice more to the point it offers many as well as the value of the messages themselves the very fact that they are there and broadcast is a powerful statement against autocratic assumptions the process of establishing and running a community radio station is in and of itself a powerful fillip for community cohesion giving voices to communities supports them as groups in their own right cohesive engaged and worthy of respect in doing so it can provide a focus which increases the homogeneity of those communities without requiring the approval of a central structure of control i in addition to well known examples such as radio free europe and radio liberty radio stations across the middle east and especially africa have been key movers in the shift to democracy ii i siddharth riding the radio wave community radio in south east asia culture360 org 18 february 2010 ii buckley steve president world association for community radio broadcasters community broadcasting good practice in policy law and regulation unesco 2008
test-free-speech-debate-magghbcrg-con02a,radio is yesterday s technology proposition is right to point out the role that has traditionally been filled by relatively small scale radio providing a relatively cheap method of getting in touch with anybody willing to listen however that has effectively been rendered redundant by internet technology the power of facebook youtube and other sites to disseminate ideas and information as well as phone texting has not only matched that role but surpassed it with no capital costs in an era of internet cafes and omnipresent cell phones the free exchange of information through digital and portable technology has met exactly the needs and concerns proposition highlights i suggesting that community radio will somehow supplement or enhance that process it taking a step backwards support for the relatively monolithic radio model runs all of the risks of empowering extremists already mentioned without even equalling the benefits of texting and social media ii i helling alex this house would use foreign aid funds to research and distribute software that allows bloggers and journalists in non democratic countries to evade censorship and conceal their online activities freespeechdebate idebate org 18 may 2012 ii hood michael npr ceo internet will replace broadcast radio in 5 10 years blatherwatch 3 june 2010
test-free-speech-debate-magghbcrg-con01a,community radio just gives a megaphone to extremists experience suggests that the airwaves unregulated tend to attract pedagogues seeking followers more than democrats seeking the views of others particularly in areas of high sectarian divisions technologies that propagate the views of every mullah with a mic are unlikely to help democracy in the middle east indeed the experience with the nearest equivalent in the us talk radio shows how fantastically divisive it can be i community radio in areas that do not have a history of plurality and diversity of opinion would be likely to see the spread of radio stations pandering to the specific views of every shard and splinter of opinion reinforcing that particular set of beliefs while ignoring all others it is difficult to imagine a more toxic and less democratic option to encourage in the arab world ii the difficulty as shown in the reference given in the previous paragraph is that exactly the same ease of access applies to fanatics as to democrats who may frequently be the same people in the instance of rwanda extremists inciting violence almost entirely hutus had acquired small scale radio equipment the government couldn t afford the jamming equipment the us jamming flights would cost 8500 per hour and sought assistance from the americans the un objected as such actions were clearly sectarian however the wide use of radio initially funded by the west which in part at least had lead to the genocide then left a toxic legacy of fanatics dominating the airwaves those involved were eventually convicted in 2003 iii i noriega chin a and iribarren francisco javier quantifying hate speech on commercial talk radio chicano studies research center november 2011 ii wisner frank g memorandum for deputy assistant to the president for national security affairs national security council department of defense 5 may 1994 iii smith russell the impact of hate media in rwanda bbc news 3 december 2003 dale alexander c countering hate messages that lead to violence the united nations s chapter vii authority to use radio jamming to halt incendiary broadcasts duke journal of comparative amp international law vol 11 2001
test-free-speech-debate-nshbbsbfb-pro02a,many people find the views expressed by much of the church offensive those views are given airtime a public service broadcaster should provide a level playing field for ideas the role of a public service broadcaster especially one of the stature of the bbc is to provide a portal for ideas from all perspectives there are many who take either irritation or offence at the idea that the corporation devotes a disproportionate time and resources to what in modern britain is a strictly minority interest i with fewer than seven per cent of people regularly attending religious worship many perceive commonly held positions in the mainstream churches let alone more extreme sects to be offensive or reactionary and in some cases a cover for homophobic illiberal or sexist opinions if religious opinion is to be granted this airtime for the benefit of a small if vocal minority then it seems both unfair and unprofessional for that broadcaster to be constrained by that groups views in relation to the rest of its output the bbc like most major broadcasters meets the challenge of divergent or conflicting views by providing some output that is considered likely to be of interest to each viewpoint i national secular society press release bbc must not become the evangelical wing of the church of england 9 february 2010
test-free-speech-debate-nshbbsbfb-pro01a,this was a piece of art advertised and described as such those likely to be offended were quite welcome not to watch it the allegation made by those who objected to the airing of this show was that it was blasphemous there were also objections to the graphic nature of the language and sexual reference it seems staggeringly unlikely that 55 000 i people had accidently been watching opera on bbc 2 having failed to watch any of the warnings in advance or the fairly extensive media discussion in advance of the broadcast therefore those who watched it made a choice to do so and it seems reasonable to consider that an informed choice a free society is predicated on the fact that adults have the right to make choices in turn that is based on the shared understanding that those choices have consequences which may potentially cause some degree of harm to the person making that choice having been warned that watching the broadcast may cause them offence viewers still chose to and some it seems were duly offended it seems reasonable therefore to assume that the shock was either feigned or a matter of pretence which leaves the matter of blasphemy an offence against a belief system there was no secret that religious issues were likely to feature in the broadcast and no secret was made of the fact that those views were likely to be both critical and forthright tuning in specifically to be offended by something that the viewer had been warned they might find offensive seems perverse by contrast art lovers who wished to see the production which had received four lawrence olivier awards among other tributes had the opportunity to experience a theatrical work they would have had a limited opportunity to witness had it not been broadcast nationally it would be bizarre to disadvantage those who wanted to and actually did see the performance about 1 7 million ii because of the views of those who neither wanted to see it or refused to do so i wikipedia entry jerry springer the opera ii bbc news website group to act over singer opera 10 january 2005
test-free-speech-debate-nshbbsbfb-con02a,tens of thousands of licence fee payers objected to this ultimately they are the bbc s key stakeholder and that view is worthy of respect as an institution the bbc may like to position itself as a global media brand but that doesn t alter the fact that it is funded by and chartered to serve the british population the whole british population that combination paying the pipers and calling the tune would suggest that the corporation might be sensitive to that group if 50 000 to 60 000 users of any other brand registered their protest or objection to a product put forward by that brand it would cause chaos resignations sackings and a rethink of whatever strategy had caused the problem in the first place in the case of the bbc it caused a few slightly dismissive comments from senior managers one editor resigned because he felt that the protesters comments were not being taken seriously and the organisation continued as though nothing had happened the sheer arrogance required for that response beggars belief the bbc as a public institution has a duty of care that might be thought of as greater than that of a private corporation and yet it gave the impression of acting like it was just one of the other venues who had staged the opera there is clearly a difference between a theatre that i choose to attend or not and choose whether to support financially and the national broadcaster which is beamed into people s living room paid for by a compulsory licence fee
test-free-speech-debate-yfsdfkhbwu-pro02a,a bargaining chip in much the same way that material investment in countries can be used as a bargaining chip to secure improvements in areas of legislation so cultural investment can be used to secure rights associated with related fields of endeavour free speech is merely the most obvious it is reasonable for a western university to insist that its graduates will need to have access to the fruits of a free press and democratic speculation of experts and the wider public i the cases of the lecturer chia thye poh who is arguably the world s longest serving prisoner of conscience or the political opposition leader vincent cheng who was barred from addressing a talk organised the history society of nus at the national library ii both give examples of how singaporean government actions impact directly on university life and academic freedoms in the light of this it seems the height of reasonableness for western universities to say that they will only operate in areas that offer the same academic freedoms they would expect in their home country if the singaporean government wants that benefits that yale graduates can bring they should be prepared to accept such a change i stateuniversity com western europe educational roots reform in the twentieth century contemporary reform trends future challenges ii ex detainee vincent cheng barred from speaking in history seminar the online citizen 28 may 2010
test-free-speech-debate-yfsdfkhbwu-pro01a,the academic tradition of the west the growth of universities as beacons of free speech has been a fundamental part of their history in the west notably during the renaissance reformation and enlightenment the democratisation of that process with the expansion of the university sector in recent decades is merely the latest stage in an ongoing process however that entire process has been driven along with the artistic cultural and scientific changes they have inculcated on the basis that universities allow for the free exchange of ideas and flourish in environments where that approach is standardised throughout society i marxist scholars have gone further in calling for a critical pedagogy in which perspectives other than academic orthodoxy are normalised within universities such institutions produce the best graduates because they have the best academics and the best academics will stay where they are free to publish whatever their research is and express their own views for example in the 1990s 55 7 of those who had immigrated to the usa from the ussr described themselves as academics scientists professional or technical workers ii those academics in turn respect the intellectual tradition of dissent and critical scrutiny of which they are the inheritors to take something else and slap the name yale or for that matter oxford harvard or eth zurich on it and pretend that nothing has changed devalues the qualification without the intellectual dissent and freedom of academic inquiry it is intellectually dishonest to call the degree the same thing i the nebraskan doug anderson learning depends on the free exchange of ideas nebraskan says ii harvard russians and east europeans in america
test-free-speech-debate-yfsdfkhbwu-con02a,separation of town and gown there are two parties involved in this interaction the state and the university to pretend that is an entirely one way process is to ignore reality contrary to the belief of many senior common rooms states do not exist for the convenience of universities indeed universities quite happily accept the political and economic stability provided by states at exactly the same time as criticising the methods they need to use to maintain it however ultimately universities are service providers from the point of view of the state training and skilling the workforce the university provides its expertise in exchange for funding and student fees where exactly the opinions of the faculty enter into such an equation is not clear and appears to have been assumed by proposition of course individual academics and students have the right to their own political views but the idea that a university as an institution has rights distinct from say a supermarket chain is impossible to justify if a supermarket announced that it should be free to ignore local laws and adopt those of its base state instead that would clearly be rejected just as when a food chain invests in a country for say beef the arrangement is predicated on the understanding that both parties benefit and each has a little room for negotiation i the same should apply here if prop were to argue that asian nations should relax there approach to cannabis so that it students could enjoy a more genuine western student experience the statement would be the subject of ridicule so should this be i smith david tesco should give us some of these billions guardian co uk 15 may 2009
test-free-speech-debate-yfsdfkhbwu-con01a,argument one contact leads to the dissemination of values there is certainly some evidence to suggest the view that trade with a country can benefit human rights as increased wealth provides many with more choice and better standards of living i certainly that argument has been made by governments and multi nationals based in the west it is not unreasonable to suspect that this may relate to academic cooperation as well as richard levin suggests in the introduction however it seems likely that in this latter case as in the former that a gradualist approach is the sensible one to take we build on existing strengths while agreeing to differ in certain areas to extend the trade example china the us and the eu all manage to trade with each other despite differing approaches to the death penalty they trust that through cooperation over time changes can be achieved this will happen slowly in some instances as with the drip drip affect in china or quickly in others as has been the case in burma ii on key difference to note with the shift towards establishing elite universities around the world rather than shipping the world s elite in to attend them in the uk and the us is that it opens opportunities to a much wider social group for decades a small handful children of the wealthy and political elite have had the opportunity to have a western education before returning home as well educated tyrants and sycophants expanding the learning opportunities to the rest of the nation seems both just and reasonable i sirico robert a free trade and human rights the moral case for engagement cato institute trade briefing paper no 2 17 july 1998 ii education has long been seen as a critical starting point for the development of human rights in any country as is examined in this unesco report
test-free-speech-debate-ldhwbmclg-pro02a,hate speech the enforcement of the laws proposed in this article will be fraught complex and difficult however the difficulty of administering a law is never a good argument for refusing to enforce it the censorship of the written word ended in england with the lady chatterley and oz obscenity trials but this liberalisation of publication standards has not prevented the state from prosecuting hate speech when it appears in print it is clear that although we have more latitude than ever to say or write what we want no matter how objectionable standards and taboos continue to exist we can take it that these taboos are especially important and valuable to the running of a stable society as they have persisted despite the legal and cultural changes that have taken place over the last fifty years hate speech is prosecuted and censored because of its power to intrude into the lives of individuals who have not consented to receive it as pointed out in jeremy waldron s response 1 to timothy garton ash s piece 2 on hate speech hateful comments are not dangerous because they insight gullible individuals to abandon their inhibitions and engage in race riots hate speech is harmful because it recreates cheaply and in front of a very large audience an atmosphere in which vulnerable minorities are put in fear of becoming the targets of violence and prejudice additionally hate speech harms by defaming groups by propagating lies and half truths about practices and beliefs with the objective of socially isolating those groups gangsta rap does all of these things yet legal responses to the publication of songs containing such lyrics as rape a pregnant bitch and tell my friends i had a threesome have been timid at best even if we maintain our liberal approach to taboo breaking forms of expression we can still link hip hop to many of the harms that hate speech produces gangsta rap gives the impression that african american and latin american neighbourhoods throughout the usa are violent lawless places even if the pronouncements of rappers such as 50 cent and nwa are overblown or fictitious they enforce social division by vividly discouraging people from entering or interacting with poor minority communities they damage those communities directly by creating a fear of criminality that serves to limit trust and cohesion among individual community members finally violent hip hop is also defamatory it propagates an image of minority communities that emphasises violence poverty and nihilism whilst loudly proclaiming its authenticity it is completely irrelevant that these images of minority communities are produced by members of those communities it is on this basis however protracted the process of classification must become that the content of hip hop songs should be assessed and censored liberal democracies are prepared to go to great lengths to adjudicate on speech that could potentially promote racial or religious hatred the same standards should be applied to hip hop music because it is capable of producing identical harms 1 waldron j the harm of hate speech freespeechdebate 20 march 2012 2 garton ash t living with difference freespeechdebate 22 january 2012
test-free-speech-debate-ldhwbmclg-pro01a,classification not censorship we should expect fans of an art form that is subjected to public criticism and vilification to leap to its defence some of these aficionados whether the medium in question is cinema fine art or pop music make the case for the value of their favourite mode of expression by overstating its positive effects hip hop has long been the focus of controversies surrounding violent music hip hop is closely associated with low level criminality as noted above a number of highly successful hip hop artists have been attacked or killed as a result of feuds within the industry and links between managers promoters and criminal gangs as the academic john mcwhorter has pointed out in numerous 1 publications 2 the positive political and social impact of rap music has been massively overstated as a result of highly charged media coverage of hip hop linked violence as a result attempts to address some of the hips hops most objectionable content lyrics that are misogynist and blankly and uncritically violent have been condemned as unjust assaults on the right to free expression attacks on negative content in hip hop have been made all the more emotive because they appear to be an attempt to restrict the speech of members of vulnerable and marginalised communities side proposition agrees with mcwhorter that listening to music that contains violent themes will not in the absence of other factors cause individuals to behave in a violent way however the content of rap and its strong links with the youngest inhabitants of marginalised stigmatised urban areas mean that it damages the developmental opportunities of teenagers and young people and harms others perceptions of the communities they live in hip hop trades on its authenticity the extent to which it faithfully portrays the lived experience of the inhabitants of deprived inner city areas the greater the veracity of a hip hop track the greater its popularity and cache among fans musicians have gained public recognition as a result of being directly involved in street crime and gang activities 50 cent a high profile gansta artist owes his popularity in part to a shooting in 2000 that left him with 9 bullet wounds 3 this supposed link to reality is the most dangerous aspect of contemporary hip hop culture unlike the simplistic make believe of say action films the experiences related by rappers are also their public personas and become the rationale for their success rap through materialist boasting and sexualised music videos tells vulnerable young men and women from isolated neighbourhoods that their problems can be solved by adopting similarly nihilistic personas the poverty that affects many of the communities that hip hop artists identify with does more than separate individuals from economic opportunity it also confines the inhabitants of these communities geographically politically and culturally it prevents young men and women from becoming aware of perspectives on the world and society that run contrary to the violence of main stream rap with television dominated by the gangsta motif marginalised youngsters are left with little in the way of dissenting voices to convince them that hip hop takes a subjective and commercialised approach to the lives and communities that rappers claim to represent in effect controversial hip hop is capable of sponsoring violent behaviour when it is marketed as an accurate portrayal of relationships values and principles under these circumstances adolescents whose own identity is nascent and malleable can easily be misled into emulating the exploits and attitudes of rappers 4 side proposition advocates the control and classification of controversial forms of music including but not limited to hip hop consistent with principles 1 and 10 classification of this type will follow similar schemes applied to movies and videogames assessments of the content of music will be conducted by a politically independent organisation musicians and record companies will have the ability to appeal the decisions of this body crucially the ban on music containing violent lyrics will take the form of a categorisation scheme content will not be blocked from sale or censored instead as with the sale of pornographic material in many liberal democratic states music found to contain especially violent lyrics will be confined to closed off areas in shops to which only adults as defined in law will be admitted its performance on television radio and in cinemas will be banned live performances of restricted music will be obliged to enforce strict age monitoring policies online distributors of music will be compelled to comply with similar age restrictions and intentionally exposing minors to violent music will be punishable under child protection laws this approach has the advantage of limiting access to violent content only to consumers who are judged in general to be mature enough to understand that its message and the posturing of singers does not equate to permission to engage in deviant behaviour 1 mcwhorter j how hip hop holds blacks back city journal summer 2003 the manhattan institute 2 mcwhorter j all about the beat why hip hop can t save black america 3 what s in a name the economist 24 november 2005 4 bindel j who you calling bitch ho mail amp guardian online 08 february 2008
test-free-speech-debate-ldhwbmclg-pro03a,defending hip hop artists right to free speech the intervention of the state is necessary in order to ensure that aggressive forms of hip hop remain accessible only to adults especially in neighbourhoods and home environments that are not part of a cohesive caring community some degree of public control over the content of hip hop will also help to preserve the diversity accessibility of the genre in the face of commercial dominance by violent forms of rap mainstream success in hip hop has become synonymous with gangsta rap and with artists who have backgrounds that lend veracity to their lurid verses however many of these supposedly authentic experiences consist of little more than exaggeration and invented personas when being interviewed about the controversial content of her son s single fuck tha police the mother of rapper ice cube commented that i don t see him saying those curse words i see him like an actor the existence of pornography attests to the market for forms of media that fulfil base and simplistic human fantasies much the same can be said for the violent and cynical content of rap singles unlike the relationship between cinema and pornography however many commentators appear to regard gangsta rap as being synonymous with hip hop a position as deceptive as a film critic claiming that all movies are inevitably tied to pornography the significant public profile and poor regulation of hip hop have meant that gangsta rap fans have become the genre s dominant class of consumer the amount of money that fans are willing to spend on singles albums concert tickets and associated branded goods means that labels that cultivate relationships with gangsta rappers have become the gatekeepers of the hip hop genre in general conscious rappers who do not glorify violence along with musicians working in other hip hop genres must work with labels that promote acts containing violent lyrics in order to publish their own music either consciously or by design the terrain of contemporary hip hop is hostile to musicians who are not prepared to discuss guns bitches and bling in their work this constitutes a significant barrier to rappers ability to communicate novel messages and listeners ability to receive them it could be called a market failure the pervasive public presence of gangsta rap has effectively denied an audience to other rappers classification has the potential to maximise the freedom and effectiveness of musical expression by hip hop artists who choose not to trade in brutality and misogyny the alternative is to allow hip hop to continue to be dominated by businesses such as death row records low life records and machete music this will lead to hip hop as a medium becoming inextricably linked with violent lyrics and the dubious businesses practices of gangsta labels bosses popular disengagement is much more likely under these circumstances and will actively deny a voice and opportunities to musicians with a different perspective on hip hop
test-free-speech-debate-ldhwbmclg-con02a,a ban will be ineffective a new legal prohibition on any type of behaviour or conduct can only be set up by investing large amounts of political capital in order to transform vague proposals into a legislative document and then into a fully fledged law this expense can only be justified if the ban is effective if it is seen as a legitimate use of a state s power is enforceable and if it brings about some form of beneficial social change the change being sought in this instance is a reduction in the violence criminality and social disaffection that some people associate with hip hop music and its fans laws do not create changes in behaviour simply because they are laws it is unlikely that the consumers of hip hop will refrain from listening to it the ease with which music can be distributed and performed means that any ban on violent songs will inevitably be ineffective file sharing networks and cross border online stores such as ebay and silk road already enable people to obtain media and controlled goods with little more than a credit card and a forwarding address the total value of all of the music illegally pirated during 2007 is estimated to be 12 5 billion the same network of file sharing systems and data repositories would be used to distribute banned music if proposition s policies became law current urban music genres are already defined and supported by grassroots musicians who specialise in assembling tracks using minimal resources before sharing them among friends or broadcasting them on short range pirate radio stations just as the internet contains a resilient ready made distribution network for music urban communities contain large numbers of ambitious talented amateur artists who will step into fill the void created by large record company s withdrawal from controversial or prohibited genres although a formal ban on the distribution of music has yet to happen within a western liberal democracy similar laws have been created to restrict access to violent videogames following widespread reports of the damaging effects that exposure to violent videogames might have on children australia banned outright the publication of a succession of violent and action oriented titles however in several instances implementation of this ban led only to increased piracy of prohibited games through file sharing networks and attempts by publishing companies to circumvent the ban using websites based in jurisdictions outside australia similar behaviour is likely to result in other liberal democracies following any ban on music with violent lyrics if banned controversial music will move from the managed regulated space occupied by record companies and distributors where business entities and artists agents can engage in structured transparent debate with classification bodies to the partly hidden and unregulated space of the internet as a consequence it will be much more difficult to detect genuinely dangerous material and much harder for artists who do not trade in violent clich s to win fans and recognition as discussed in principle 10 effective control and classification of controversial material can only be achieved if it is discussed with a high specificity and a nuanced understanding of the shared standards that it might offend this would not be possible under a policy that effectively surrenders control of the content of music to the internet
