qid,query
test-sport-aastshsrqsar-con02a,irb rules racial quotas are a breach of the views of the world governing body of rugby union the international rugby board 1 if this were found to be the case then it would have a large negative impact on south african rugby an irb intervention would lead to at least interference by the governing body which would be highly embarrassing for the saru as well as difficult for a sport which has had major political rows before or even worse some form of sanction or expulsion things that could lead to long term instability in the sport which should be avoided 1 sarugbymag co za saru quotas breach irp rules 3 december 2013
test-sport-aastshsrqsar-con04a,racial quotas don t develop new players the quota system could lead to moving players from the regional teams who generally have less non white players pilfering them from other unions rather home growing them 1 former springboks coach peter de villiers the first non white person in that role has described quotas as a waste of time 2 depending on the exact phraseology of the rules this could even allow black players from outside south africa from for example england to be used to fill the quota 1 mcgregor liz new year new model for sa rugby here s hoping books live 30 december 2013 2 peacock james peter de villiers says racial quotas are waste of time bbc sport 15 august 2013
test-sport-aastshsrqsar-con03a,quotas can drive players away policies of racial quotas can have the effect of driving players abroad such policies have had similar affects in cricket kevin pietersen stated that racial quotas in domestic competition requiring four non white players per team were a key reason for his decision to leave south africa and move to england eligible due to playing in england for four years and an english parent he successfully had an england career in rugby union brian mujati left south africa to play in england as he did not want to be selected to fill a racial quota 1 1 foy chris last orders at the bar for master brewer prop mujati calls time on saints career mailonline 19 april 2013
test-sport-aastshsrqsar-con01a,meritocracy it is a value of sport in general that it should be outside the sphere of social ills like racial religious and political tensions sport should be based on merit only those who play best get onto the team racial quotas will lead to any non white player in a team in a competition where quotas are being employed to being under a suspicion that they are not good enough and were only selected due to their race as peter de villiers the first black coach of the springboks says everybody will believe that these players will be picked because people are looking out for them 1 the result could be more racial abuse of players not less 1 peacock james peter de villiers says racial quotas are waste of time bbc sport 15 august 2013
test-sport-ybfgsohbhog-pro01a,hosting creates a feel good factor hosting creates a feel good factor it is hard to put a price on the buzz that surrounds international sporting events think of paris during the world football cup in 1998 or sydney during the 2002 olympics even sporting success abroad can unite a nation for example the england rugby union team s victory in the 2003 rugby world cup in australia governments are aware of the huge potential for boosting national pride and national unity the paris 2012 bid has used a well known footballer zinedine zidane who is the son of an immigrant to stress how hosting the olympics would bring parisians of all backgrounds together it is partly because of this feel good factor that so many people want their city to host the olympics 97 of parisians and 87 of londoners want the 2012 olympics
test-sport-ybfgsohbhog-pro04a,hosting has wide reaching economic benefits hosting creates an economic boost whilst none of the olympics of recent times have made an immediate profit the cost of the regeneration and improved infrastructure means that this is not a big problem as long as the losses are not huge the olympics showcases the host nation to the world and most hosts have seen a boost in tourism in the years after the olympics australia estimates it gained 2bn extra tourist revenue in the four years after sydney 2000 during the games between 60 000 paris 2012 estimate and 135 000 new york 2012 estimate jobs are created providing skills and training to local people
test-sport-tshbmlbscac-con02a,collisions are an example of violence that has no place in baseball baseball is not a contact sport it is not a sport that is supposed to rely on violence this is one commentator s point if you want to watch violent collisions you can watch american football or hockey or mma there s no reason baseball needs to have similar kinds of plays it s an entirely different sport with a different premise and different rules 1 baseball tries to make the game safe for its players that s why beanballs pitches that endanger hitters are disallowed baseball should not promote violence and it certainly shouldn t allow it when players careers hang in the balance 1 dave cameron it s time to end home plate collisions fangraphs may 26 2011
test-sport-tshbmlbscac-con03a,collisions are unnecessary baseball doesn t need collisions by requiring the runner to slide just as they must do when attempting to reach other bases or disallowing catchers to block runners paths or best of all requiring both those steps baseball can eliminate collisions unlike in football or rugby hits at the plate are not a necessary component of the sport the game is played quite well at the amateur level without such brutal physical contact 1 collisions occur relatively infrequently and the complexion of the game will not be dramatically different without them yet the benefits of improved safety are dramatic 1 see for example american legion baseball rules rule 1 e
test-free-speech-debate-fsaphgiap-pro01a,the head of state government must be accountable to the people secrecy in relation to the leader s health shows a distrust or distain of the electorate not being open about health issues almost invariably means that the administration is lying to those who elected them those who they are accountable to a couple of days before john atta mills died nii lantey vanderpuye a candidate for mills party stated he mills is stronger and healthier than any presidential candidate information that in retrospect was clearly untrue 1 1 takyi boadu charles confusion hits mills modern ghana 21 july 2012
test-free-speech-debate-radhbsshr-con04a,masculinity the problem with leaving the painting the spear up is that to many young men president zuma symbolises what excessive wealth can buy you he is the figure head of the nation the pinnacle of capitalism and masculinity of which the penis and sex are instrumental in this image by leaving the painting up it encourages hyper masculinity which is inherently violent 1 because it assumes there is an inherent link between power and the penis this is unhelpful both for women and men who are trying to live in equity 1 scheff thomas j hypermasculinity and violence as a social system universitas vol 2 issue 2 fall 2006
test-economy-beplcpdffe-pro02a,online gambling affects families a parent who gambles can quickly lose the money their family depends on for food and rent it is a common cause of family break up and homelessness so governments should get involved to protect innocent children from getting hurt 5 each problem gambler harmfully impacts 10 15 other people 6 the internet makes it easy for gamblers to bet secretly without even leaving the house so people become addicted to gambling without their families realising what is going on until too late
test-economy-beplcpdffe-pro01a,gambling is bad for you gamblers may win money from time to time but in the long run the house always wins why should governments allow an activity that helps their citizens lose the money they have worked so hard to earn the harm is not just the loss of money and possible bankruptcy it causes depression insomnia and other stress related disorders 4 the internet has made gambling so much easier to do and encouraged lots of new people to place bets so dramatically multiplying the harm
test-economy-beplcpdffe-pro03a,gambling is addictive humans get a buzz from taking a risk and the hope that this time their luck will be in this is similar to drug addicts 7 the more people bet the more they want to bet so they become hooked on gambling which can wreck their lives internet gambling is worse because it is not a social activity unlike a casino or race track you don t have to go anywhere to do it which can put a brake on the activity the websites never shut there won t be people around you to talk you out of risky bets there is nothing to stop you gambling your savings away while drunk
test-economy-beplcpdffe-pro04a,online gambling encourages crime human trafficking forced prostitution and drugs provide 2 1 billion a year for the mafia but they need some way through which to put this money into circulation online gambling is that way in they put dirty money in and win clean money back 8 because it is so international and outside normal laws it makes criminal cash hard to track there is a whole array of other crime associated with online gambling hacking phishing extortion and identity fraud all of which can occur on a large scale unconstrained by physical proximity 9 online gambling also encourages corruption in sport by allowing huge sums of money to be bet internationally on the outcome of a game or race it draws in criminals who can try to bribe or threaten sportsmen
test-economy-beplcpdffe-con02a,cant enforce an online gambling ban governments can t actually do anything to enforce a ban on the world wide web domestic laws can only stop internet companies using servers and offices in their own country they cannot stop their citizens going online to gamble using sites based elsewhere governments can try to block sites they disapprove of but new ones will keep springing up and their citizens will find ways around the ban so practically there is little the government can do to stop people gambling online despite it being illegal the american gambling association has found that 4 of americans already engage in online gambling 11
test-economy-beplcpdffe-con05a,government only objects to online gambling because they dont benefit governments are hypocritical about gambling they say they don t like it but they often use it for their own purposes sometimes they only allow gambling in certain places in order to boost a local economy sometimes they profit themselves by running the only legal gambling business such as a national lottery 15 or public racecourse betting this is bad for the public who want to gamble online gambling firms can break through government control by offering better odds and attractive new games
test-economy-beplcpdffe-con04a,other forms of online gambling what is the difference between gambling and playing the stock market in each case people are putting money at risk in the hope of a particular outcome gambling on horse racing or games involves knowledge and expertise that can improve your chances of success in the same way trading in bonds shares currency or derivatives is a bet that your understanding of the economy is better than that of other investors why should one kind of online risk taking be legal and the other not
test-economy-beplcpdffe-con03a,only regulation can mitigate harms it is where the sites operate not where they are set up that matters for regulation it is in gambling sites interest to run a trustworthy responsible business whatever they are looking for online internet users choose trusted brands that have been around for a while if a gambling site acts badly for example by changing its odds unfairly word will soon get around and no one will want to use it regulation will mean that sites will have to verify the age of their users and prevent problem gamblers from accessing their site when there is regulation consumers will go to the sites that are verified by their government and are providing a legal safe service 13
test-economy-beplcpdffe-con01a,personal freedom gambling is a leisure activity enjoyed by many millions of people governments should not tell people what they can do with their own money those who don t like gambling should be free to buy adverts warning people against it but they should not be able to use the law to impose their own beliefs online gambling has got rid of the rules that in the past made it hard to gamble for pleasure and allowed many more ordinary people to enjoy a bet from time to time it provides the freedom to gamble whenever and wherever and with whatever method the individual prefers
test-economy-epiasghbf-pro03a,labour participation and rights labour participation enables an awareness and acquirement of equal gender rights firstly labour participation is challenging cultural ideologies and norms of which see the woman s responsibility as limited to the reproductive sphere entering the productive sphere brings women equal work rights and the right to enter public space by such a change gender norms of the male breadwinner are challenged secondly labour force participation by women has resulted in the emergence of community lawyers and organisations to represent them the declaration of the african regional domestic workers network is a case in point 1 with the rising number of female domestic workers the network is working to change conditions upholding conferences sharing information and taking action 1 see
test-economy-epiasghbf-con04a,where are the men is the feminisation of labour emerging with a de masculinisation of jobs if so how do women cope in the work environment are methods being integrated to ensure a just work environment is maintained overa s 2007 study on gender relations within the informal economy indicates how tensions emerge with women and men being forced into similar occupations the informal economy of retail trade in ghana is becoming overcrowded as men enter into female jobs competition is causing reductions in returns and further frustrations are rising against the state therefore if more women are entering male jobs what are the reactions
test-economy-epiasghbf-con03a,who are the women women are a diverse group and the feminisation of labour has incorporated a range of women of different ages race socioeconomic backgrounds and education such intersectionalities are important to recognise as not all women are empowered and the empowerment is not equal for example a study by atieno 2006 revealed female participation in the labour market was influenced by education human capital influenced the transition into work who was able to access labour opportunities and which ones therefore inequalities among women determine the degrees and capability of empowerment it is therefore not labour force participation that empowers but education
test-economy-epiasghbf-con01a,the double burden despite a feminising labour market there has been no convergence or equalisation in unpaid domestic and care work women still play key roles in working the reproductive sphere and family care therefore labour force participation increases the overall burden placed on women the burden is placed on time physical and mental demands we need to recognise the anxieties and burdens women face of being the bread winner as survival is becoming feminised sassen 2002 additionally women have always accounted for a significant proportion of the labour market although their work has not been recognised therefore to what extent can we claim increased labour force participation is empowering when it is only just being recognised
test-economy-epegiahsc-con02a,the ftaa is bad for south american agriculture during the ftaa negotiations the us has consistently refused to eliminate subsidies for american farmers 1 because of subsidies great agricultural surpluses are produced that are then sold on developing markets at prices lower than the cost of production farmers in places like brazil or argentina who are much more efficient in their process of production but do not benefit from subsidies could not compete with these low priced imports either locally or on the american market farmers would soon go out of business 1 marquis christopher panama challenges miami as free trade headquarters new york times 11 november 2003 www nytimes com 2003 11 11 world panama challenges miami as free trade h
test-economy-epegiahsc-con03a,ftaa is bad for the environment free trade creates a race to the bottom whereby developing countries lower their labor and environmental standards in an effort to attract foreign investment developed countries which may have higher standards are then forced to lower them as well in order to make sure companies don t relocate or outsource their jobs abroad 1 1 hassoun nicole free trade and the environment environmental ethics vol 31
test-economy-egppphbcb-con02a,socialism provides a more sustainable way of living capitalism always acts on the cost of nature and its ecological balance with its imperative to constantly expand profitability it exposes ecosystems to destabilizing pollutants fragments habitats that have evolved over time to allow the flourishing of organisms squanders resources and reduces nature to the exchangeability required for the accumulation of capital socialism requires self determination community and a meaningful existence capital reduces the majority of the world s people to a mere reservoir of labor power while discarding much of the remainder as useless the present capitalist system cannot regulate much less overcome the crises it has set going it cannot solve the ecological crisis e g global warming because to do so requires setting limits upon accumulation
test-economy-bhahwbsps-pro04a,this ban would be easy to introduce a ban in all public places would be no more difficult to introduce than existing bans preventing smoking in only some public places as long as people are given plenty of notice of changes as was done in airports in saudi arabia and the rules are made clear and readily available1 there should be few difficulties in introducing this ban 1 smith louise smoking in public places the ban in force commons library standard note parliament 20 may 2011
test-economy-bhahwbsps-con03a,this ban would put many pubs clubs etc out of business if smokers are not allowed to smoke in pubs they will not spend as much time in them preferring to stay at home where they can smoke with their friends this will put many pubs out of business in fact since the smoking ban was introduced in the uk many pubs have closed and blamed their loss of business on the smoking ban1 the save our pubs amp clubs campaign estimates that the smoking ban in the uk is responsible for 20 pub closures a week2 this is an unfair consequence for the many pub owners across the world 1 mps campaign to relax smoking ban in pubs bbc news 29 june 2011 2 why we want government to amend the smoking ban save our pubs amp clubs
test-economy-bepiehbesa-pro02a,it is unfair to new members of eu not only are the largest recipients of cap western countries france spain and germany also the payments per hectare of arable lands differ significantly between new and old members of eu the new members of eu with their economies often struggling and more dependent on agriculture as is the case of poland bulgaria or romania need more monetary support compared to their western counterparts to produce food of same quality and be competitive in eu market however the payments for hectare of land vary from 500 in greece to less than 100 in latvia 1 these different conditions undermine the eu s ethos of fairness and equality of countries 1 euractive eastern eu states call for bolder speedier farm reforms 14 july 2011
test-economy-bepiehbesa-con02a,it protects rural communities people in eu are hard to convince that staying in rural areas and working as a farmer is a viable life choice the profit is often low the starting costs are high and work is hard the income of a farmer is usually around half of the average wage in a given country and the number of these farmers fell by 20 in the last decade 1 by having cap we have an additional incentive for the people to stay in villages the direct payments help the people with the starting of business subsidies helps them to sell their goods at reasonable prices the process of urbanisation is at least slowed and that by extend helps to preserve traditional culture of such communities and thus diversity of european culture itself 1 murphy caitriona number of eu farms drops 20pc independent 29 november 2011
test-economy-bepiehbesa-con03a,cap protects the quality of the food in eu the role of cap is to produce food at affordable prices while maintaining its quality by having policies which favour agriculture in europe it is easier to control the quality of the food maintain it and also support the diversity of the food produced in eu 1 the goods imported from developing countries are often not produced under such scrutiny as are those in eu in eu the quality standards of production are one of the highest the hygiene the amount of additives in products all these are set and controlled by the eu the result of it is that european citizens eat healthy food of high quality which is still affordable mainly due to subsidies and payments obtained via cap 1 european commission the common agricultural policy a partnership between europe and farmers 2012
test-economy-fiahwpamu-pro05a,microfinance and protection access to a small loan provides benefits for the poor s ability to access high quality health care a lack of access to banking facilities loans and credit may mean the poor are left excluded from health care services as these are usually not free microfinance institutions accept the irregularities of the poor s income so enabling health care to be affordable to the poor by providing access to finance as ofori adjei 2007 shows the integration of microfinance institutions within healthcare systems in ghana is required to resolve the issue of inaccessibility ill health should not put a household into a state of poverty microfinance provides this protection microfinance schemes not only provide loans to access health care but are now integrating non financial services such as health education within their finance schemes
test-economy-fiahwpamu-pro01a,a livelihoods approach the livelihoods approach provides a useful model to understand how poor people live 1 and remains important to recognising the benefits of microfinance the provision of microfinance reduces vulnerability to shocks and changes such as losing a job enhances people s access to assets that they use and need such as finance friend networks and land and this fundamentally acts to change the lives of the poor microfinance provides social protection through tapping into social capital further microfinance means aid is not simply provided but the individual is taught valuable financial skills and given the means to sustain themselves for their lifetime 1 see further readings ifad 2013
test-economy-fiahwpamu-pro03a,ending poverty through entrepreneurialism introducing finance provides communities with access to startup capital access to financial capital is vital in several respects for initiating capitalism firstly access to capital enables entrepreneurialism the poor have business ideas that would benefit both themselves and their community they just require access to capital to invest in such ideas the initiative lend with care is providing access to capital to empower entrepreneurs 1 secondly the cumulative effect of small scale savings and borrowing enabled through microfinance enables individuals families and communities to enter markets of land and property being able to buy property and land can enable personal security dignity and increasing returns 1 see further readings lend with care 2013
test-economy-fiahwpamu-pro04a,rebuilding agricultural systems africa is faced with an agrarian crisis microfinance is providing rural communities a chance to gain food security and reduce vulnerability to risks such as climate change unstable demand and political tensions microfinance supports small scale agriculture which is more sustainable effective for growth and beneficial for communities than larger scale agriculture in zimbabwe small scale farming has the capability to improve production benefiting households communities and the nation irin 2013 morrison 2012 kiva a microfinance ngo is providing affordable capital to remote communities loans have been provided to small scale farmers and a rental system has been set up enabling farmers to borrow tools and resources needed
test-economy-fiahwpamu-con02a,deeper issues unresolved microfinance provides a quick fix solution for the poor the individual or community is provided with a loan to invest in their future however although access to capital is a key concern for enabling entrepreneurialism it is not the silver bullet microfinance schemes will fail without providing a stable political and economic environment that makes a good climate to invest in microfinance is essentially short termist it encourages investment but only in things that will bring a quick return with interest rates as high as 30 the person taking the loan needs to pay it back as quickly as possible this can sometimes be against an individual s long term interests for example access to microfinance often reduces primary school attendance as this is a long term investment that will not pay back the loan money ioe 2011
test-economy-fiahwpamu-con03a,debt cycles and the curse of microfinance microfinance is incorporating free market ideologies and subprime lending to those who may not be able to repay lending at a smaller scale unstable crises form as a result and debt is intensified for the poorest of which are given access to credit they are not able to repay this is a problem with all lending microfinance is no exception in india the pressures of microfinance repayment has become linked to suicide and early mortality biswas 2010 the stress of looking for microcredit and then how to pay it back has created a crisis within the microfinance industry regulation is required on the microfinance organisation controlling the distribution of credit and the use of threats if the individual defaults
test-economy-eptpghdtre-pro02a,historically democrats have presided over more economic stability whereas the gop is the party of boom and bust during the past 60 years democrats have been considerably more likely to preside over a balanced budget than their republican rivals since the opec shocks of the mid 70s the average unemployment rate under republican presidents has been 6 7 as opposed to 5 5 under democrats even expanding that period out to the whole of the post war period unemployment has averaged 4 8 under democrats and 6 3 under democrats i republican presidencies have been marked by higher unemployment bigger deficits and lower wages i larry bartels why the economy fares much better under democrats christian science monitor october 21st 2010
test-economy-eptpghdtre-pro01a,bush squandered an extraordinary economic legacy on tax cuts for the wealthy and too expensive and unnecessary wars the clinton legacy was one of extraordinary economic health including an enormous 4 000 billion surplus this could have been used to improve services and create jobs instead the bush administration squandered this mostly on tax cuts for the wealthy and two expensive wars he turned the surplus on its head leaving a budget deficit of 482 billion in 2009 with frankly not a lot to show for it i i andrew taylor bush leaving next president record federal deficit huffington post 28 july 2008
test-economy-eptpghdtre-pro03a,democrats focus on increasing wages creating better consumers quality customers can only be created by paying people enough to allow them to purchase goods and services you can create as many jobs as you like but if they re created at a level where consumers can t even afford to survive it does absolutely nothing to stimulate the economy instead democrats believe in working with labour to ensure that wages are set at levels that both respect the worker and have a positive effect on the economy i i mark pash cfp wi8th brad parker progressive economic principles creating a quality economy
test-economy-eptpghdtre-pro04a,deregulation contributed to the banking crises and therefore the 2009 economic crash it is clear that the economic meltdown was in large part caused by deregulation of the banking and financial sectors the republican obsession causes not only environmental damage and low wages but it doesn t even succeed in its avowed aim of leaving the market free to generate wealth in just a way of letting the parties friends in the boardrooms of corporate america to get even richer by gambling with the homes and pensions of ordinary hard working americans i the congressional republican response to the 2008 crash was to pass a bill that curtailed 38 environmental regulations blaming the epa for the stalled economy why is anyone s guess i why government becomes the scapegoat governemtnisgood com
test-economy-eptpghdtre-con02a,republicans more enthusiastically support market capitalism a free market is at the core of many of the other freedoms we enjoy when government gets too involved in the running of commerce whether through taxation regulation or the state ownership of companies history has shown us that they start controlling other aspects of citizens lives in an effort to get the economic outcomes that they want corporations along with organised religion provide useful counter balance to too much government power as nice as it sounds that we should divert the wages of the rich to bring the poor up to middle class standards of living it just doesn t work i i why am i a republican early riser 7 february 2006
test-economy-eptpghdtre-con01a,republicans are the best at stimulating economic growth the tax cuts proposed by president bush and passed by a republican congress ensured that real after tax income was up 15 by 2006 the dow jones hit record highs during his time in office these tax cuts were responsible for the creation of 6 6 million jobs primarily in the private sector real jobs producing real goods and providing real services not tax payer funded sinecures to mask the reality of the economic situation i i the white house fact sheet job creation continues more than 6 6 million jobs created since august 2003 6 october 2006
test-economy-epehwmrbals-pro05a,when developing countries employ poor labour standards other countries follow the example in order to be competitive as long as developing nations constantly keep employing poor labour standards it will keep putting a strain on the global economy this is because other countries will be pressured to do the same just to remain competitive this creates a race to the bottom effect and would create poor conditions and loss of freedom in the global south and causes workers in the global north to lose their jobs to cheap outsourced labour 1 higher labour standards in developing countries therefore also benefits developed countries however the converse is also true labels like fair trade provide a guarantee of ethical quality and show that consumers are willing to pay more to ensure good labour standards 1 changing global trade rules international labor rights forum
test-economy-beghwbh-pro02a,the hyperloop is comparatively cheap the hyperloop would be cheap to build the pods themselves would only cost 1 35million each the pressurised tube just 650million or double if wanting vehicles with only two stations their cost would only be 250million the biggest cost would be the construction of the pylons carrying the tube which is estimated at 2 55 or 3 15billion there is an estimated total cost of 4 06billion for the passenger only version or 5 31billion for the vehicle version 1 this should be compared to the current cost for california s high speed rail project which is estimated to be 68billion while covering much the same ground 2 1 musk elon hyperloop alpha spacex 12 august 2013 pp 23 27 32 28 32 2 slosson mary california moves forward on 68 billion high speed rail project reuters 18 july 2012
test-economy-beghwbh-pro03a,the hyperloop will be a low cost system for the user the hyperloop would be the cheapest mode of intercity transport possible transporting 7 4million people each way and amortizing the cost of 6 billion over 20 years gives a ticket price of 20 for a one way trip for the passenger version of hyperloop 1 there are very few additional costs usually the main cost for transportation beyond the infrastructure is the energy but the hyperloop produces more energy than it uses so would make a profit here there would be additional maintenance costs and some minor staff costs but this is unlikely to add too much to the ticket price the hyperloop would therefore be very price competitive compared to the 100 and up for flights 1 musk elon hyperloop alpha spacex 12 august 2013 p 56
test-economy-beghwbh-con04a,if musk won t build it who will elon musk himself is unwilling to build his hyperloop he has stated maybe i would just do the beginning bit create a subscale version that is operating and then hand it over to someone else ironing out the details at a subscale level is a tricky thing i think i would probably end up doing that it just won t be immediate in the short term because i have to focus on tesla and spacex execution 1 if the visionary for the project is having little to do with the project itself it seems unlikely that the proposal will come to anything the hyperloop being such a low priority for musk is also likely to put off anyone else who might be interested in being involved 1 elliott hannah hyperloop update elon musk will start developing it himself forbes 12 august 2013
test-economy-bepahbtsnrt-pro02a,profit margins are too small a major problem for tunisia s tourism sector is the small profit margin the industry s main targets are european middle class income visitors on package holidays to sea side resorts this has resulted in a low per capita spending rate as food drink and travel are all usually included in sea side holiday resorts average per capita spending for tourists in tunisia amounted to around 385 in 2012 which is low when compared to egypt s 890 and greece s this reliance on a low profit niche in the tourism industry is a systematic flaw which will not provide the economic growth which the country needs 1 achy l the tourism crisis in tunisia goes beyond security issues al monitor 26 june 2012
test-economy-bepahbtsnrt-con02a,investment tourism should be relied upon for economic growth as it attracts significant foreign investment tourism is the largest form of foreign currency income with around 728 million being produced by external visitors in attracting europeans who have relatively large disposable incomes has been a prominent tactic of the industry with favourable results it is estimated that europeans account for 95 of all overnight stays in tunisia2 the other major sectors of services and agriculture do not inspire foreign investment of this magnitude 1 khalifa a foreign direct investment and tourism receipts pick back up in tunisia global arab network 7 october 2012 2 choyakh h modelling tourism demand in tunisia using cointegration and error correction models pg 71
test-economy-bepahbtsnrt-con03a,other industries are less reliable other sectors such as agriculture and the industrial sectors have proven to be unreliable as well tunisia s agriculture sector is the largest employer in the country and has received significant investment since the 1980s despite this the sector performed poorly between 1985 2000 and was costly to the tunisian economy ensuring low returns and importation of food to meet domestic demand1 the industrial sector also demonstrated itself to be vulnerable in the 2008 economic recession in addition the low value of produced goods creates little opportunity for lucrative profits2 the flaws of these sectors make them unviable as alternatives to tourism 1 aoun a the performance of tunisian agriculture an economic appraisal pg 7 2 elj m innovation in tunisia empirical analysis for industrial sector 2012
test-economy-bepahbtsnrt-con01a,produces employment tourism is the second largest employer in the country the industry produces over 400 000 jobs for tunisians1 this employment figure is vital to tunisia which has a large number of students in higher education around 346 000 in 2010 and a consequentially high expectation of employment2 tourism also has a positive effect on other linked industries such as transport creating jobs in these sectors as well this creation of employment allows more people to sufficiently contribute to society through taxes and the purchasing of goods through their wages this in turn produces economic growth and should therefore be encouraged 1 padmore r tunisia tourism industry looks to rebuild bbc 22nd august 2013 2 global edge tunisia economy data accessed 27 january 2014
test-international-miasimyhw-pro03a,policies towards a free labour market will create unity national borders are a result of africa s colonial history the boundaries constructed do not reflect meaning or unite ethnic groups across the continent the border between togo and ghana alone divides the dagomba akposso konkomba and ewe peoples 1 therefore encouraging freedom of movement across africa will erase a vital component of africa s colonial history the erasing of boundaries for labour markets will have significant impacts for rebuilding a sense of unity and reducing xenophobic fears of which have been politically constructed a sense of unity will motivate citizens to reduce disparities and inequalities of poverty 1 cogneau 2012 pp 5 6
test-international-miasimyhw-con02a,urbanisation without industrialisation the dangerous livelihoods of migrants across africa a reality of urbanisation without industrialisation is found potts 2012 economic growth and activity have not matched the urban phenomena across sub saharan africa the sombre picture of urban economics questions what do new migrants do as opportunities are not found more than 50 of youth in africa are unemployed or idle 1 with migrants entering urban environments presented with a lack of safe and secure jobs unhealthy sexual politics are found and precarious methods are used to make a living the scarcity of formal jobs means a majority of migrants are forced to work in informal employment informal employment will continue to rise creating its own problems such as being barrier to imposing minimum wages and employment security 1 zuehlke 2009
test-international-gmehwasr-pro04a,would balance the support for syrian government syria s government has been receiving outside support from a variety of sources russia and iran being the most prominent iran has been training the jaysh al shabi a syrian government controlled force modelled on iran s basij militia far from just providing weapons both iran and hezbollah from lebanon have been sending fighters to support the syrian government 1 the rebels have received some support for qatar and saudi arabia but not to the extent the syrian government has anyone with an interest in the free syrian cause should realise that they cannot do so simply by sitting on their hands expecting a victory when those doing the fighting are only provided diplomatic support 1 doran michael and shaikh salman arm the syrian rebels now foreign policy 8 february 2013
test-international-gmehwasr-con02a,arming the rebels would be unpopular ten years after the iraq war interventions in the middle east are no more popular than they were back in 2003 getting involved in syria would not be popular no matter how small the commitment in the united states voters oppose the idea of supplying arms to syrian rebels by 45 against to only 16 in favour in the united kingdom opinion is even more opposed while there are still 16 in favour there are 57 opposed 1 clearly arming the rebels would not be popular with voters there can therefore be no domestic reason for this policy 1 clark tom us and uk public reject stronger military support for syrian rebels guardian co uk 22 march 2013
test-international-aghbfcpspr-con04a,the very payment of reparations exerts a neo colonial power over former colonies the recognition that many former colonies are in desperate economic need only adds to the sense that former colonial powers desire to hold sway over them giving reparations induces dependency and can weaken the appearance of government in the former colonies and may allow the donor government to exert influence over policy areas within the recipient country 1 far from giving the recipient country the means to develop itself as an independent nation this motion simply recalls the old power structure which existed during colonisation 1 accessed from on 12 09 11
test-international-apwhbaucmip-pro02a,progress in ending conflict in africa conflict in africa is slowly being ended in 1992 there were 18 conflicts in africa by 2009 this had been halved to 9 1 but a decline in the number of conflicts is not the only positive trend in african conflicts there has also been a decline in the size of wars they have changed from wars between two organised armies to being small scale insurgencies in 1984 the conflicts were on average causing more than 20 000 battle deaths per year but by 2008 only around 1 000 even the number of incidents of genocide and mass killing has been going down from 9 in the 1980s to five in the 2000s 2 ending war might therefore be considered to be ambitious but it is not against the trend and not inconceivable 1 straus 2012 pp 183 184 2 straus 2012 pp 189 191
test-international-apwhbaucmip-pro04a,not all conflict is war what is war the au s declaration does not define it ending all conflict is ambitious ending only inter state war in africa on the other hand is not the vast majority of conflicts in africa have been internal the only true inter state conflicts have been the wars between israel and egypt the eritrean ethiopian war the uganda tunisia war and the second congo war 1 none of these are ongoing the only conflicts that might count as inter state that might be considered ongoing are the situation in western sahara and border clashes between the sudans western sahara might be considered to be frozen with very few deaths as a result of it and the sudan conflict is in large part a result of the border being new 1 wikipedia list of conflicts in africa accessed 10 january 2014
test-international-apwhbaucmip-con02a,africa is the most warlike continent in 2012 africa had the most distinct conflicts of any region with 13 ongoing conflicts 1 while africa and asia have throughout most of the last fifty years had roughly similar numbers of conflicts approximately 10 per year 2 africa has had many more non state conflicts and the number has not declined since 2004 when there were 20 non state conflicts in 2011 there were 22 3 all in all there is little hope of managing to end all these conflicts by 2020 1 armed conflicts 2012 uppsala conflict data program 2013 2 armed conflict by region ucdp 2013 3 non state conflicts by region 1989 2011 ucdp 2012
test-international-apwhbaucmip-con01a,war is in human nature war and conflict between groups is in human nature as hobbes famously wrote the life of man solitary poor nasty brutish and short nature should thus dissociate and render men apt to invade and destroy one another 1 although the motives have changed conflict has been a constant throughout human history the first militaries were created around 2700 bc but conflict between societies almost certainly occurred before this 2 pledging to end all war is high minded but it is unlikely to actually succeed in overturning human nature 1 hobbes thomas chapter xiii of the natural condition of mankind as concerning their felicity and misery leviathan 2 gabriel richard a and metz karen s a short history of war 1992
test-international-iighbopcc-pro01a,the hard part is the cutting of emissions the problem with a non binding agreement even one where the targets have been submitted by the governments themselves is exactly that it is non binding if governments are not bound to cut emissions then there is a good chance that many of them wont 1 the british government which has binding targets has been on course to miss its 2025 targets with reductions of only 23 against targets of 31 due to a decision to reduce subsidies for housing insulation 2 if countries which have set targets for themselves in the past are missing them what hope do we have for these voluntary targets 1 taylor lenore paris climate talks the real test is whether countries will keep their word the guardian 30 november 2015 2 harvey fiona uk on track to miss carbon targets climate change advisers warn the guardian 15 july 2014
test-international-iighbopcc-pro03a,it is too late for half measures two degrees celsius has generally been regarded as that safe level which agreements should be aiming for this agreement does not go so far with it expected to keep the temperature increase to around 2 7 degrees if everyone sticks to their commitments and makes deeper ones after 2030 1 unfortunately however the world will still most likely be heading towards a 3 5 degrees rise if no further cuts are made later 2 now is the time to be much more ambitious and part of that means binding cuts to prevent backsliding or those agreeing carrying on as usual 1 nuttall nick global response to climate change keeps door open to 2 degree c temperature limit unfccc press office 30 october 2015 2 romm joe misleading u n report confuses media on paris climate talks thinkprogress org 3 november 2015
